Unix	jday	V-component_of_wind
631152000	1	1.11335346886019
631155600	1	0.893444705516347
631159200	1	1.14196575705879
631162800	1	1.32057448322776
631166400	1	1.58967241041087
631170000	1	1.84088440842319
631173600	1	2.14515073634033
631177200	1	1.98086151303879
631180800	1	1.69691142231927
631184400	1	1.46200189495249
631188000	1	1.0410501903117
631191600	1	0.726281515784113
631195200	1	-0.465977501319317
631198800	1	-0.713999731084592
631202400	1	-1.07600592055989
631206000	1	-1.73654684511111
631209600	1	-2.47217303430257
631213200	1	-2.96254192545775
631216800	1	-3.77004422275342
631220400	1	-2.5566632433541
631224000	1	-2.6924306315538
631227600	1	-3.38718481920966
631231200	1	-3.49018229343673
631234800	1	-3.55049119751197
631238400	2	-3.93255223113883
631242000	2	-3.66708134892097
631245600	2	-3.34519774932567
631249200	2	-2.91462928187885
631252800	2	-3.32779739279248
631256400	2	-3.88002385589237
631260000	2	-3.52750946531788
631263600	2	-3.40382682515866
631267200	2	-1.94063965183758
631270800	2	-0.0702644497015674
631274400	2	0.858926761870105
631278000	2	1.56630890411351
631281600	2	4.55364997769739
631285200	2	3.54290750249629
631288800	2	3.20982763346487
631292400	2	3.01895920811681
631296000	2	2.822761606166
631299600	2	2.68153496108796
631303200	2	2.77769488787527
631306800	2	2.62455874612612
631310400	2	3.04077963559042
631314000	2	3.39436339719008
631317600	2	3.48591271256037
631321200	2	3.37583722976264
631324800	3	2.79206539579504
631328400	3	2.40467838274621
631332000	3	2.43913817188632
631335600	3	2.91323297033192
631339200	3	2.97854995755081
631342800	3	3.02649575899097
631346400	3	3.42188479596544
631350000	3	3.04608364356323
631353600	3	2.23842950130225
631357200	3	2.04811805611462
631360800	3	1.40856988068567
631364400	3	0.704553834719047
631368000	3	-0.256665553001293
631371600	3	-1.20563777308837
631375200	3	-1.78989660979099
631378800	3	-2.06034785732278
631382400	3	-2.79948041060085
631386000	3	-3.46237467211042
631389600	3	-5.80833592967919
631393200	3	-4.80544783119412
631396800	3	-4.4061241355005
631400400	3	-4.61865964528425
631404000	3	-5.04145520636619
631407600	3	-5.77134841228197
631411200	4	-8.63360620554326
631414800	4	-7.81829848361488
631418400	4	-9.22440860981111
631422000	4	-9.22092078831673
631425600	4	-9.95087744352925
631429200	4	-10.7618642899949
631432800	4	-10.2092692011089
631436400	4	-10.4560946397771
631440000	4	-9.47416079647179
631443600	4	-6.5971651249906
631447200	4	-2.64366730873512
631450800	4	0.586686331447883
631454400	4	3.76685890949658
631458000	4	3.39498727472275
631461600	4	2.54160120046403
631465200	4	1.75484125967778
631468800	4	0.858892272275358
631472400	4	-0.428920180971374
631476000	4	-0.662201625463055
631479600	4	-1.09740741716781
631483200	4	0.0217016066305841
631486800	4	0.8859457527013
631490400	4	0.933433833456688
631494000	4	0.791145424560452
631497600	5	3.4022824308498
631501200	5	3.21988837799784
631504800	5	2.37134857280868
631508400	5	1.73893069003454
631512000	5	1.51565839842952
631515600	5	1.40741961391757
631519200	5	2.04507571900727
631522800	5	1.80092025582464
631526400	5	1.41403911210688
631530000	5	1.03774341537354
631533600	5	1.01861972679234
631537200	5	0.956844912605351
631540800	5	3.17608083621042
631544400	5	2.4792124307559
631548000	5	2.33540743902072
631551600	5	1.96662211130653
631555200	5	2.06260261915477
631558800	5	2.15495008760118
631562400	5	1.88360538458116
631566000	5	2.2680905742557
631569600	5	2.43041815811546
631573200	5	2.41890693182294
631576800	5	2.08676145722379
631580400	5	1.80599373566501
631584000	6	1.23479132796915
631587600	6	0.97110256488335
631591200	6	1.08911323420568
631594800	6	1.22903153807714
631598400	6	1.17024246651412
631602000	6	1.21609126878865
631605600	6	0.65943663230254
631609200	6	0.919739596461539
631612800	6	0.75544648485336
631616400	6	0.552920872876387
631620000	6	0.550962476313039
631623600	6	0.562972361884099
631627200	6	-0.395647515601609
631630800	6	-0.675356970181198
631634400	6	-0.895813281784872
631638000	6	-1.07712758757686
631641600	6	-1.09042168122346
631645200	6	-1.03875517039244
631648800	6	-1.23390828130644
631652400	6	-1.15056825937822
631656000	6	-0.976660778386939
631659600	6	-1.30718291586187
631663200	6	-1.58557446317023
631666800	6	-1.76723485889897
631670400	7	-2.50701279558495
631674000	7	-2.22334932089467
631677600	7	-1.87401382583177
631681200	7	-1.732509452137
631684800	7	-1.71854750727398
631688400	7	-1.56951827670714
631692000	7	0.41186273056323
