Unix	jday	U-component_of_wind
820454400	1	-4.93334046767863
820458000	1	-5.78976702108574
820461600	1	-6.31159926220383
820465200	1	-6.62111146622394
820468800	1	-6.32462050002453
820472400	1	-5.93727859572925
820476000	1	-3.67212330140785
820479600	1	-3.092774901813
820483200	1	-2.14832787703546
820486800	1	-1.07475681773465
820490400	1	0.139649963035227
820494000	1	1.22190307092771
820497600	1	-0.251270095744045
820501200	1	1.89302830152255
820504800	1	3.31894117661217
820508400	1	3.8339011428046
820512000	1	4.0111193165766
820515600	1	4.15387235605707
820519200	1	2.85029729570417
820522800	1	3.40428911087818
820526400	1	2.84736829699039
820530000	1	1.70352602825765
820533600	1	-0.0156473988458285
820537200	1	-1.74958212462722
820540800	2	-3.59365089100744
820544400	2	-5.4142214413446
820548000	2	-6.57599256351382
820551600	2	-7.59696096372669
820555200	2	-7.9384998128241
820558800	2	-8.06570457923783
820562400	2	-6.01789762070062
820566000	2	-6.61231730379283
820569600	2	-6.08515445995722
820573200	2	-4.97703453460699
820576800	2	-3.38836869875413
820580400	2	-1.93134002137921
820584000	2	-1.98277706509987
820587600	2	-0.139624953928627
820591200	2	0.820397710105637
820594800	2	1.91661987620645
820598400	2	2.17569395123232
820602000	2	2.64546579434355
820605600	2	0.828389234517149
820609200	2	2.43286663999644
820612800	2	2.76692125711696
820616400	2	1.98996429077137
820620000	2	2.07328142407649
820623600	2	1.78825843166016
820627200	3	1.10850894017793
820630800	3	1.28793667579924
820634400	3	1.58868970152993
820638000	3	2.5323537694605
820641600	3	3.21825953290611
820645200	3	3.86855633971969
820648800	3	5.16743119007976
820652400	3	5.55607803471666
820656000	3	5.08993899912861
820659600	3	4.282354405869
820663200	3	3.28134743780121
820666800	3	2.58142460125831
820670400	3	2.96497123583854
820674000	3	2.43680473765752
820677600	3	2.25929088258364
820681200	3	2.15147702331676
820684800	3	1.88058364435606
820688400	3	1.58412004079985
820692000	3	-0.784198573685575
820695600	3	-1.49423871079943
820699200	3	-1.69582750047829
820702800	3	-1.87240980286495
820706400	3	-2.43670431914722
820710000	3	-3.17659510871661
820713600	4	-1.82760128036098
820717200	4	-2.56656864354879
820720800	4	-2.2968921700769
820724400	4	-1.48021757194015
820728000	4	-1.4262884101722
820731600	4	-1.38652103197675
820735200	4	-1.66618634315935
820738800	4	-1.7736119391899
820742400	4	-1.52901445912107
820746000	4	-1.4752959909504
820749600	4	-1.93216960332992
820753200	4	-2.37599389547424
820756800	4	-3.80403502726945
820760400	4	-3.66817462443962
820764000	4	-3.18284670156821
820767600	4	-2.63271229193477
820771200	4	-2.67844450905844
820774800	4	-2.67458823429066
820778400	4	-3.50101251880859
820782000	4	-3.22065565931904
820785600	4	-3.5024691206858
820789200	4	-3.92174203922606
820792800	4	-4.20728949073759
820796400	4	-4.44882166559577
820800000	5	-5.74047460712365
820803600	5	-6.01724638921582
820807200	5	-6.29340270273032
820810800	5	-6.18187650178163
820814400	5	-6.1999011642786
820818000	5	-6.20228204441026
820821600	5	-5.14353199667945
820825200	5	-5.36811075114459
820828800	5	-5.2863459826821
820832400	5	-5.04985567118269
820836000	5	-4.46947978384399
820839600	5	-3.97180916876541
820843200	5	-4.84506861616738
820846800	5	-3.78264053993567
820850400	5	-2.88000545056609
820854000	5	-2.12193645977218
820857600	5	-2.17109181282832
820861200	5	-2.21309315212732
820864800	5	-3.81115540784207
820868400	5	-3.71600544482195
820872000	5	-3.8508242274069
820875600	5	-4.45506847690652
820879200	5	-5.80869704356484
820882800	5	-6.87102586381318
820886400	6	-8.60656656354917
820890000	6	-9.16071585136172
820893600	6	-9.19247809443645
820897200	6	-8.98393069830475
820900800	6	-8.85538080577216
820904400	6	-8.71028582577119
820908000	6	-7.40634713661207
820911600	6	-7.8775200592734
820915200	6	-7.40540144506205
820918800	6	-6.97609699565162
820922400	6	-6.51082053662447
820926000	6	-6.17691713775609
820929600	6	-6.13894149543727
820933200	6	-5.89524208953195
820936800	6	-5.29845143820137
820940400	6	-4.75880188838637
820944000	6	-4.49707448986046
820947600	6	-4.06637668058954
820951200	6	-4.36683858903206
820954800	6	-4.19258103473349
820958400	6	-4.16750124871536
820962000	6	-4.51817310379625
820965600	6	-5.41815292711725
820969200	6	-6.24918483574781
820972800	7	-7.1752298481783
820976400	7	-8.06341570356178
820980000	7	-8.89693591158946
820983600	7	-9.25842757103481
820987200	7	-8.75397604596386
820990800	7	-8.14468997655257
820994400	7	-6.64028284142845
820998000	7	-6.95656359371692
821001600	7	-6.38605428001856
821005200	7	-5.55928675089866
821008800	7	-4.61383857560967
821012400	7	-3.72889056252181
821016000	7	-3.53086109066038
821019600	7	-1.94835986843415
821023200	7	-0.986390443053895
821026800	7	-0.426116296503182
821030400	7	0.00116598537295831
821034000	7	0.446733955895088
821037600	7	-0.137765269462758
821041200	7	1.04272604085047
821044800	7	1.6555985365214
821048400	7	1.71033565599159
821052000	7	1.04515268939505
821055600	7	0.393716790489083
821059200	8	1.25282925809053
821062800	8	0.764190582355463
821066400	8	0.609489642530855
821070000	8	0.461756780241354
821073600	8	0.295671736842756
821077200	8	0.154067358277527
821080800	8	0.278696500131102
821084400	8	-0.405799406574051
821088000	8	-0.796063821311434
821091600	8	-0.857379790718432
821095200	8	-0.779435688883113
821098800	8	-0.661048677024897
821102400	8	-1.91209168845484
821106000	8	-1.24086187239185
821109600	8	-0.944032721237885
821113200	8	-0.91884168328051
821116800	8	-1.32702506369419
821120400	8	-1.54849738777722
821124000	8	-2.33480105652048
821127600	8	-2.85871000808746
821131200	8	-3.58667696390914
821134800	8	-4.46048176475115
821138400	8	-5.4768957655372
821142000	8	-6.57755104549587
821145600	9	-7.55238167257501
821149200	9	-8.16044722315288
821152800	9	-8.26024327868593
821156400	9	-8.04200513656623
821160000	9	-7.88497570358934
821163600	9	-7.72436725444032
821167200	9	-5.8897276371398
821170800	9	-6.67069935205541
821174400	9	-6.4927961709371
821178000	9	-6.22228342665016
821181600	9	-5.59472184829986
821185200	9	-5.06870262051754
821188800	9	-5.69918834772392
821192400	9	-5.12223189006845
821196000	9	-4.53575446706141
821199600	9	-4.10690579922118
821203200	9	-3.80380833898351
821206800	9	-3.40916217595218
821210400	9	-2.10033824712183
821214000	9	-1.81728504374447
821217600	9	-1.94099756231577
821221200	9	-2.05981805793495
821224800	9	-2.83490959159314
821228400	9	-3.58360529165168
821232000	10	-5.75600074196972
821235600	10	-5.62050934936796
821239200	10	-6.47848534305054
821242800	10	-6.8319524377476
821246400	10	-6.60609217521764
821250000	10	-6.11546476410964
821253600	10	-5.30085759356878
821257200	10	-3.87888200807001
821260800	10	-2.48106260853187
821264400	10	-0.802035499876757
821268000	10	-0.0176341822770012
821271600	10	0.555938676438889
821275200	10	1.96727213119521
821278800	10	1.6768453354391
821282400	10	1.93884689790467
821286000	10	2.36620204760367
821289600	10	2.42814530931202
821293200	10	2.37833939667041
821296800	10	1.57915438667638
821300400	10	1.48393470346067
821304000	10	0.95670060782996
821307600	10	0.260317340219451
821311200	10	-0.400316079923599
821314800	10	-0.891599848280939
821318400	11	-2.43366419203203
821322000	11	-1.81968701374366
821325600	11	-1.77041980832104
821329200	11	-1.88901827341138
821332800	11	-1.90176241907148
821336400	11	-1.99937893618938
821340000	11	-2.93083946116401
821343600	11	-3.45416055464392
821347200	11	-3.37550858510449
821350800	11	-3.46537450227674
821354400	11	-3.36390872077142
821358000	11	-3.17300081168213
821361600	11	-3.82445773255295
821365200	11	-3.57605045313423
821368800	11	-3.69018049094503
821372400	11	-4.09515158547459
821376000	11	-4.60583671968831
821379600	11	-4.90526025828165
821383200	11	-3.85352750424743
821386800	11	-4.758014303087
821390400	11	-5.2031768024803
821394000	11	-6.09425915546933
821397600	11	-5.88936724694575
821401200	11	-6.40577785867323
821404800	12	-8.91691389145177
821408400	12	-9.02128059269885
821412000	12	-9.51433342333253
821415600	12	-9.77554817906742
821419200	12	-9.79114106143023
821422800	12	-9.69842947706638
821426400	12	-7.30860240160445
821430000	12	-7.78961600213836
821433600	12	-7.46485840100501
821437200	12	-6.88528593136746
821440800	12	-6.30270128335766
821444400	12	-6.01015857181516
821448000	12	-7.00703350698625
821451600	12	-5.62475075181883
821455200	12	-5.36198636016885
821458800	12	-5.70732672006336
821462400	12	-5.47265935145683
821466000	12	-5.02143391615748
821469600	12	-5.58747099383262
821473200	12	-4.06002679987891
821476800	12	-3.57856028538534
821480400	12	-3.40194514185361
821484000	12	-3.71738476903941
821487600	12	-4.49132299775822
821491200	13	-8.35241327887315
821494800	13	-6.80071871843338
821498400	13	-5.50119140385151
821502000	13	-4.72525534601824
821505600	13	-4.83294449461357
821509200	13	-4.90314840383048
821512800	13	-6.50453665917323
821516400	13	-5.18212420011394
821520000	13	-4.43410357619527
821523600	13	-3.27553438749646
821527200	13	-1.74297494593474
821530800	13	-0.545482131292481
821534400	13	-1.44539305235749
821538000	13	-0.399050515671977
821541600	13	-1.06414719911283
821545200	13	-0.060221590215439
821548800	13	1.1276416722957
821552400	13	1.72843917204196
821556000	13	2.76468030183897
821559600	13	3.74995571976787
821563200	13	4.63183787444162
