Unix	jday	U-component_of_wind
1104537600	1	2.55891453199742
1104541200	1	3.8524247869933
1104544800	1	4.39659583332309
1104548400	1	4.50338858455641
1104552000	1	4.90429303438498
1104555600	1	5.07048186490817
1104559200	1	4.18858925409102
1104562800	1	4.05619714455091
1104566400	1	3.70721305461576
1104570000	1	3.46079683338623
1104573600	1	3.33537217087635
1104577200	1	3.28087670060761
1104580800	1	3.01883723934959
1104584400	1	3.01891435580838
1104588000	1	2.7175108050445
1104591600	1	2.23761420820246
1104595200	1	1.94984382021293
1104598800	1	1.67122929029793
1104602400	1	2.26162298470447
1104606000	1	1.96921975275019
1104609600	1	1.83100856332709
1104613200	1	1.49723480340996
1104616800	1	1.25738293668517
1104620400	1	1.12747640692463
1104624000	2	-0.888463690941418
1104627600	2	-0.595320256081995
1104631200	2	0.250534354789384
1104634800	2	1.53900655010543
1104638400	2	2.46230181361828
1104642000	2	2.90650093203202
1104645600	2	2.96239106281534
1104649200	2	2.43877763790501
1104652800	2	1.79180607934799
1104656400	2	1.01167495313815
1104660000	2	0.270943672831216
1104663600	2	-0.607866154147099
1104667200	2	-1.08645531528862
1104670800	2	-1.72375897517932
1104674400	2	-2.05997837136934
1104678000	2	-2.19362183925602
1104681600	2	-2.34102877479084
1104685200	2	-2.4444901280771
1104688800	2	-2.7302362125818
1104692400	2	-2.18661328920398
1104696000	2	-1.02308867892355
1104699600	2	0.212732464722178
1104703200	2	0.953831641150912
1104706800	2	1.50870029313144
1104710400	3	2.04926877145295
1104714000	3	2.32727680204084
1104717600	3	2.15712040770424
1104721200	3	1.75008719458967
1104724800	3	1.45139008912305
1104728400	3	1.10163989096337
1104732000	3	0.665642421908247
1104735600	3	0.148220126082388
1104739200	3	0.240605063751176
1104742800	3	-0.0688710710085674
1104746400	3	-1.24001547655186
1104750000	3	-1.81602568443748
1104753600	3	-1.98934370629389
1104757200	3	-2.69797287456518
1104760800	3	-3.52760586377475
1104764400	3	-4.07871463220474
1104768000	3	-3.8816728841579
1104771600	3	-3.79653165667009
1104775200	3	-4.14114785164659
1104778800	3	-3.45070645850446
1104782400	3	-1.12709529143919
1104786000	3	-1.52325548395552
1104789600	3	-2.51838763484785
1104793200	3	-3.40410851401965
1104796800	4	-4.78358823509423
1104800400	4	-4.28274797425249
1104804000	4	-3.21829351480845
1104807600	4	-1.53686272094284
1104811200	4	0.0482868926854975
1104814800	4	1.46098129677317
1104818400	4	2.66381172046414
1104822000	4	3.17812609107432
1104825600	4	3.7613473945031
1104829200	4	3.42092866770517
1104832800	4	2.43535060319438
1104836400	4	1.7035454847777
1104840000	4	2.33838559700383
1104843600	4	1.85331766917889
1104847200	4	1.72455097133317
1104850800	4	1.83695701255249
1104854400	4	1.94600658991508
1104858000	4	1.85539886240751
1104861600	4	4.29230014832953
1104865200	4	3.28539146511102
1104868800	4	2.59374560182627
1104872400	4	1.99806330764702
1104876000	4	0.941378142668812
1104879600	4	-0.10757618503626
1104883200	5	0.179565535190252
1104886800	5	-0.475943204164453
1104890400	5	-0.421788178397289
1104894000	5	-0.301813472166111
1104897600	5	-1.37341235454304
1104901200	5	-2.38753270016936
1104904800	5	-4.05740247127776
1104908400	5	-4.98604263661825
1104912000	5	-5.29568693276245
1104915600	5	-4.88231722424646
1104919200	5	-3.90491711747782
1104922800	5	-2.68180568271257
1104926400	5	-3.03701579797964
1104930000	5	-2.38899002870962
1104933600	5	-2.07242533910489
1104937200	5	-1.80997142912779
1104940800	5	-0.83894404599404
1104944400	5	-0.0868783637792972
1104948000	5	0.356296749500494
1104951600	5	-0.0485517704612148
1104955200	5	0.0861639878606575
1104958800	5	0.217508383674191
1104962400	5	0.832395604379586
1104966000	5	1.39617751794171
1104969600	6	0.262679855443318
1104973200	6	1.59575843160007
1104976800	6	2.80393374816349
1104980400	6	3.16235557663879
1104984000	6	2.96366374845129
1104987600	6	2.65678693563133
1104991200	6	1.69493063954542
1104994800	6	1.62604637460752
1104998400	6	1.72089169631738
1105002000	6	1.6054922763925
1105005600	6	1.88745392117114
1105009200	6	2.10792769104164
1105012800	6	2.33832671077588
1105016400	6	2.40812738511803
1105020000	6	2.31185343265939
1105023600	6	2.02367858853543
1105027200	6	1.83829894100242
1105030800	6	1.60937467368841
1105034400	6	1.32155980452595
1105038000	6	1.39380769371131
1105041600	6	1.3750568873726
1105045200	6	1.08817470069308
1105048800	6	1.38865626410522
1105052400	6	1.82535192099243
1105056000	7	3.03136939696479
1105059600	7	2.82571661590734
1105063200	7	2.92168593177692
1105066800	7	2.64892530348239
1105070400	7	2.23858422758699
1105074000	7	1.83358816005644
1105077600	7	-0.260917804000583
1105081200	7	-1.24952826425664
1105084800	7	-2.00119618937489
1105088400	7	-1.53375637023207
1105092000	7	-2.93336288832819
1105095600	7	-3.10794095918543
1105099200	7	-3.45978769027874
1105102800	7	-3.4704826705656
1105106400	7	-3.39381258460822
1105110000	7	-3.2415771625279
1105113600	7	-2.42599468520326
1105117200	7	-1.27362898248442
1105120800	7	0.748425505709581
1105124400	7	2.35032876433048
1105128000	7	1.61634191266393
1105131600	7	0.850269359129367
1105135200	7	2.80830227964483
1105138800	7	4.37430647901012
1105142400	8	5.50878537230815
1105146000	8	4.44286150305648
1105149600	8	4.14682490829511
1105153200	8	4.27065820811648
1105156800	8	4.06576685262788
1105160400	8	3.71010272912571
1105164000	8	3.91828723150656
1105167600	8	3.13752806931974
1105171200	8	2.14151435941932
1105174800	8	1.10254748790897
1105178400	8	0.0727495535270393
1105182000	8	-1.00546069221299
1105185600	8	-1.37779085458484
1105189200	8	-2.14763195882374
1105192800	8	-2.68422689055018
1105196400	8	-3.35383045848618
1105200000	8	-3.74717906512433
1105203600	8	-4.00755119233195
1105207200	8	-5.78567262530463
