Unix	jday	V-component_of_wind
662688000	1	-7.60069009968758
662691600	1	-6.63048435718293
662695200	1	-6.53594972971218
662698800	1	-6.83742245227934
662702400	1	-6.81276381053904
662706000	1	-6.54302222183842
662709600	1	-6.99727829352801
662713200	1	-4.39012103843327
662716800	1	-1.61516848299265
662720400	1	-0.300425430538938
662724000	1	-0.250527454907045
662727600	1	0.108152845297658
662731200	1	1.03900496965943
662734800	1	6.16718663889456
662738400	1	9.69456071509911
662742000	1	10.4604877350195
662745600	1	10.5947214026303
662749200	1	10.0977963888629
662752800	1	8.81653228742489
662756400	1	8.97848891401147
662760000	1	9.41391115563668
662763600	1	9.43155078983694
662767200	1	9.17769163257389
662770800	1	8.98924667862681
662774400	2	6.4172865424906
662778000	2	7.85063949281572
662781600	2	8.81096445766534
662785200	2	10.1693001155002
662788800	2	10.9359586643574
662792400	2	11.090387228692
662796000	2	9.73716928926395
662799600	2	9.32049353245302
662803200	2	8.32584595448066
662806800	2	7.65719140586211
662810400	2	7.54918017542753
662814000	2	7.39433711457035
662817600	2	6.12329506117837
662821200	2	5.78937332782729
662824800	2	5.5878979276368
662828400	2	5.65640359837383
662832000	2	6.27626011957806
662835600	2	6.71222524556028
662839200	2	7.39254018553132
662842800	2	7.16788026319651
662846400	2	7.14486174872758
662850000	2	8.13936401063102
662853600	2	8.66703028779988
662857200	2	8.79911725311998
662860800	3	6.34944862876314
662864400	3	5.85562093236076
662868000	3	5.90548713225227
662871600	3	6.01623319171004
662875200	3	6.10508295193281
662878800	3	6.07002589703405
662882400	3	4.64493705440772
662886000	3	4.66589747080206
662889600	3	4.9594705883812
662893200	3	5.41916831693556
662896800	3	5.28422906578924
662900400	3	5.11295452882965
662904000	3	3.5925063101426
662907600	3	4.44506173745881
662911200	3	5.19617813805073
662914800	3	5.25849119719646
662918400	3	4.31706673336962
662922000	3	3.23768540440694
662925600	3	3.49485223108378
662929200	3	3.12057911672403
662932800	3	3.22342689610781
662936400	3	3.10347707483428
662940000	3	3.53827177636674
662943600	3	3.35393431755552
662947200	4	2.65758058734966
662950800	4	1.96537757642165
662954400	4	1.39479391352355
662958000	4	0.129532023246358
662961600	4	-1.17708488027224
662965200	4	-2.36324927341721
662968800	4	-4.73963009905534
662972400	4	-4.45854564302282
662976000	4	-4.67849640353903
662979600	4	-4.74243870972087
662983200	4	-4.31516181358137
662986800	4	-3.81246762993931
662990400	4	-6.35185234454148
662994000	4	-4.08754744656801
662997600	4	-2.5610769084669
663001200	4	-1.58891826776224
663004800	4	-1.90794631312093
663008400	4	-2.31971840217355
663012000	4	-2.30506971554434
663015600	4	-3.46478352031023
663019200	4	-2.10150760822983
663022800	4	-0.149191883344895
663026400	4	-0.736336647337713
663030000	4	-1.18296815944274
663033600	5	-2.92263654439595
663037200	5	-3.07712094044319
663040800	5	-2.52626772286476
663044400	5	-2.06290851134947
663048000	5	-2.24096329854164
663051600	5	-2.24410778822454
663055200	5	-3.74160636039504
663058800	5	-2.38970130283825
663062400	5	-2.15446641754848
663066000	5	-2.39265416558999
663069600	5	-2.31153975746964
663073200	5	-2.25927145779374
663076800	5	0.275441379355828
663080400	5	-0.696818203763452
663084000	5	-1.9819906962369
663087600	5	-2.69143235587265
663091200	5	-2.64698438239182
663094800	5	-2.580091695846
663098400	5	-3.26037781953103
663102000	5	-2.7096443048756
663105600	5	-2.18664505220169
663109200	5	-1.80395785344294
663112800	5	-2.15488189009739
663116400	5	-2.5846554490964
663120000	6	-4.9786325538308
663123600	6	-4.22462630544432
663127200	6	-4.66623550057367
663130800	6	-5.07042661347248
663134400	6	-5.61830860046538
663138000	6	-5.59449164257912
663141600	6	-5.05215823815289
663145200	6	-5.03305961406492
663148800	6	-5.36284220233602
663152400	6	-5.50955312912912
663156000	6	-5.75196969926784
663159600	6	-6.07102517429248
663163200	6	-8.12401942425199
663166800	6	-5.09196831410706
663170400	6	-3.16751560048474
663174000	6	-2.48728068564964
663177600	6	-3.41387037200224
663181200	6	-3.47042616373523
663184800	6	-5.04613683006543
663188400	6	-3.48388181190824
663192000	6	-5.19392235966763
663195600	6	-6.55937161167773
663199200	6	-7.52360665241218
663202800	6	-9.33695128626474
663206400	7	-12.9793805438025
663210000	7	-10.4173220686914
663213600	7	-7.25178827354062
663217200	7	-3.9886941272432
663220800	7	-2.62260768848257
663224400	7	-1.82202832499917
663228000	7	-1.18703811239149
663231600	7	-1.34647867094953
663235200	7	-0.813423667168486
663238800	7	3.10432202496565
663242400	7	2.95561456585243
663246000	7	2.44407731579961
663249600	7	1.77597865970875
663253200	7	-1.51102001485482
663256800	7	-3.5761108901417
663260400	7	-4.07808608754411
663264000	7	-3.93568413609313
663267600	7	-3.70861663981611
663271200	7	-3.7434600131347
663274800	7	-3.32730603951863
663278400	7	-2.35657020272054
663282000	7	-1.41101780435706
663285600	7	-1.07919780984478
663289200	7	-1.28630623997966
663292800	8	-6.19482699422006
663296400	8	-5.59958010498267
663300000	8	-5.65647657205871
663303600	8	-5.56390726154373
663307200	8	-5.64006310310651
663310800	8	-5.65912268629857
663314400	8	-6.27505301281602
663318000	8	-5.62561168916968
663321600	8	-4.51980294197639
663325200	8	-3.85306681255371
663328800	8	-3.13384540918468
663332400	8	-1.78263423961444
663336000	8	2.10235449829763
663339600	8	3.29213639067108
663343200	8	3.36321989475126
663346800	8	2.58121801903512
663350400	8	1.59812336349966
663354000	8	0.899741792170302
663357600	8	3.06463364119704
663361200	8	1.50685485983408
663364800	8	1.59034170443975
663368400	8	3.5702667475243
663372000	8	5.88137943931713
663375600	8	7.71748937697642
663379200	9	7.83539096343973
663382800	9	8.95321410592702
663386400	9	8.83707651725222
663390000	9	8.14185500623809
663393600	9	7.72526901639656
663397200	9	7.66323703520684
663400800	9	8.78780947589075
663404400	9	8.42836050410359
663408000	9	7.11586897978841
663411600	9	5.96824661149504
663415200	9	5.52509565317032
663418800	9	5.0575179707178
663422400	9	2.40318800071796
663426000	9	2.2771646142347
663429600	9	2.01979008626196
663433200	9	1.77956965714593
663436800	9	1.3739861138918
663440400	9	0.911579781817962
663444000	9	2.76516860044829
663447600	9	1.31406520489457
663451200	9	0.988070006286341
663454800	9	1.772091844633
663458400	9	2.97923276127598
663462000	9	4.01232972579785
663465600	10	4.83441631565552
663469200	10	5.65109791242511
663472800	10	5.11880327525145
663476400	10	3.72436191722831
663480000	10	2.54337834725152
663483600	10	1.45665826668611
663487200	10	1.87443433764037
663490800	10	1.38780572356559
663494400	10	1.35754008698878
663498000	10	1.2762517704119
663501600	10	1.03144898884201
663505200	10	0.839584434466173
663508800	10	1.0932042397013
663512400	10	0.874358108804177
663516000	10	0.433414983993496
663519600	10	-0.256910423683969
663523200	10	-0.786850827133179
663526800	10	-1.1126640611167
663530400	10	-0.61781399819852
663534000	10	-1.21173315794819
663537600	10	-1.49693738893528
663541200	10	-1.43359473628499
663544800	10	-1.35765149831511
663548400	10	-1.36858832202625
663552000	11	-0.806844619668441
663555600	11	-0.537828921284993
663559200	11	0.0684327616778461
663562800	11	0.537307230784206
663566400	11	0.181981125684159
663570000	11	-0.343931165475664
663573600	11	-1.25200714767663
663577200	11	-1.98473911882941
663580800	11	-2.21328953941953
663584400	11	-2.32411023482707
663588000	11	-2.54524049984553
663591600	11	-2.51230847726271
663595200	11	-3.87491239992685
663598800	11	-4.13139195618793
663602400	11	-4.11299591956876
663606000	11	-4.08312461603041
663609600	11	-3.78046728904297
663613200	11	-3.50496417583725
663616800	11	-4.6104905334778
663620400	11	-3.99232016970203
663624000	11	-3.28794810922967
663627600	11	-2.87933406858591
663631200	11	-2.90649686671569
663634800	11	-2.81601534572289
663638400	12	-4.63283581658073
663642000	12	-3.25479817435457
663645600	12	-3.03231234960468
663649200	12	-3.36813476423764
663652800	12	-3.89452379763259
663656400	12	-4.3368465857957
663660000	12	-4.40072100883396
663663600	12	-4.43052916110902
663667200	12	-3.98613764347709
663670800	12	-3.6689324092467
663674400	12	-3.36996234310722
663678000	12	-3.16150517886323
663681600	12	-4.32509445162326
663685200	12	-3.41281272339194
663688800	12	-2.91928203427512
663692400	12	-2.46925597449455
663696000	12	-2.28900343057814
663699600	12	-2.18236781753471
663703200	12	-2.59956921182189
663706800	12	-3.16140201507965
663710400	12	-3.22136472934705
663714000	12	-3.24346841497847
663717600	12	-2.55624671324917
663721200	12	-1.33618842961502
663724800	13	1.87874674349171
663728400	13	3.66395296541767
663732000	13	6.14724192758083
663735600	13	6.69233272453818
