Unix	jday	Downward_Long-Wave_Rad_Flux
1041379200	1	298.382975738261
1041382800	1	298.715287116733
1041386400	1	298.997169174692
1041390000	1	298.856166322634
1041393600	1	298.458859358875
1041397200	1	297.922614578194
1041400800	1	291.366492609019
1041404400	1	290.281663397799
1041408000	1	289.255914234685
1041411600	1	288.34350193828
1041415200	1	287.855215956708
1041418800	1	287.578827509963
1041422400	1	286.539116571791
1041426000	1	286.053673097585
1041429600	1	285.952874885417
1041433200	1	285.595050451187
1041436800	1	285.045799778967
1041440400	1	284.529318937293
1041444000	1	281.315665747984
1041447600	1	281.434635539226
1041451200	1	282.796795350413
1041454800	1	284.209424515282
1041458400	1	285.3330312846
1041462000	1	286.332730830967
1041465600	2	294.903174929589
1041469200	2	293.883775270505
1041472800	2	295.344775424211
1041476400	2	297.617980550744
1041480000	2	301.475430679704
1041483600	2	305.502180337208
1041487200	2	328.563568737717
1041490800	2	327.023092311571
1041494400	2	326.401090098142
1041498000	2	325.091692211041
1041501600	2	323.104887052013
1041505200	2	320.643606105644
1041508800	2	294.456473759469
1041512400	2	294.42132341492
1041516000	2	294.052213107178
1041519600	2	293.996236035511
1041523200	2	293.453236115832
1041526800	2	292.806074624925
1041530400	2	290.12139668707
1041534000	2	290.510074592787
1041537600	2	293.651095965095
1041541200	2	297.593822647148
1041544800	2	301.479090104868
1041548400	2	304.638339018419
1041552000	3	318.98795391714
1041555600	3	319.815671212002
1041559200	3	318.36528827579
1041562800	3	316.654370945536
1041566400	3	316.03326217123
1041570000	3	315.974310612934
1041573600	3	316.027908839498
1041577200	3	315.243327175857
1041580800	3	313.207990124837
1041584400	3	311.957673478225
1041588000	3	311.577733654794
1041591600	3	311.737026568589
1041595200	3	311.400453056985
1041598800	3	311.357380886107
1041602400	3	314.52443738408
1041606000	3	313.875856149538
1041609600	3	309.866913690914
1041613200	3	305.829050222976
1041616800	3	289.520452370611
1041620400	3	289.72491742255
1041624000	3	291.216055887746
1041627600	3	292.955227741987
1041631200	3	295.863993644438
1041634800	3	298.809940534132
1041638400	4	322.731132097298
1041642000	4	324.390120589822
1041645600	4	335.083400142049
1041649200	4	339.175766480671
1041652800	4	349.666913340952
1041656400	4	357.378029555248
1041660000	4	390.345481448676
1041663600	4	389.75133069794
1041667200	4	387.951423411004
1041670800	4	386.473880300535
1041674400	4	385.409104286239
1041678000	4	384.665906683784
1041681600	4	391.837112962358
1041685200	4	391.766155816544
1041688800	4	392.519989046998
1041692400	4	392.988373915374
1041696000	4	392.923230934563
1041699600	4	392.821178106218
1041703200	4	391.980710540458
1041706800	4	391.337399917106
1041710400	4	390.264353180492
1041714000	4	389.631520231304
1041717600	4	389.13847092319
1041721200	4	388.656207600449
1041724800	5	376.848002494822
1041728400	5	379.346762562346
1041732000	5	377.285298399965
1041735600	5	374.799110562074
1041739200	5	369.468282072501
1041742800	5	362.67430342015
1041746400	5	316.619087459817
1041750000	5	315.502190687458
1041753600	5	318.772453440329
1041757200	5	330.04727188866
1041760800	5	338.666507589568
1041764400	5	344.041823872862
1041768000	5	356.708907069564
1041771600	5	354.856127687655
1041775200	5	356.629126896261
1041778800	5	357.118285394542
1041782400	5	356.33609950818
1041786000	5	355.077497387084
1041789600	5	327.701797857512
1041793200	5	328.733163842665
1041796800	5	321.009552441463
1041800400	5	316.259378218236
1041804000	5	322.087021456412
1041807600	5	330.093460575047
1041811200	6	366.311031164875
1041814800	6	367.648170063662
1041818400	6	361.318364524065
1041822000	6	345.706386875021
1041825600	6	336.695092625404
1041829200	6	331.025518056786
1041832800	6	309.815595504807
1041836400	6	309.383514207548
1041840000	6	309.831458478677
1041843600	6	310.93583383906
1041847200	6	312.27860178974
1041850800	6	313.507601543628
1041854400	6	326.098047487817
1041858000	6	325.293427205923
1041861600	6	330.115562865311
1041865200	6	336.398098381771
1041868800	6	341.697676384091
1041872400	6	345.704534470978
1041876000	6	373.148063360588
1041879600	6	372.558107633256
1041883200	6	372.260742874542
1041886800	6	370.923537157458
1041890400	6	365.769494183907
1041894000	6	356.16304267119
1041897600	7	316.222057233989
1041901200	7	319.876756348054
1041904800	7	319.754860240241
1041908400	7	320.018547422787
1041912000	7	320.471614385002
1041915600	7	320.921710898506
1041919200	7	323.105289817242
1041922800	7	320.888290982047
1041926400	7	327.087687683537
1041930000	7	329.171640730815
1041933600	7	327.856238363413
1041937200	7	327.00369552943
1041940800	7	346.185612187511
1041944400	7	344.331419521387
1041948000	7	347.347543146049
1041951600	7	349.866546260707
1041955200	7	350.700590972905
1041958800	7	349.101796119012
1041962400	7	306.42490607894
1041966000	7	308.29636942939
1041969600	7	309.125077681022
1041973200	7	311.663298578647
1041976800	7	314.257016564899
1041980400	7	316.473592597187
1041984000	8	328.952031650465
1041987600	8	329.368335365772
1041991200	8	333.446576975508
1041994800	8	335.543194120836
1041998400	8	336.582383890587
1042002000	8	336.964087373536
1042005600	8	359.760266050797
1042009200	8	358.479490723703
1042012800	8	364.730685854224
1042016400	8	367.135964158585
1042020000	8	362.970187215789
1042023600	8	357.125364044081
1042027200	8	336.443633536177
1042030800	8	336.508230715867
1042034400	8	337.606715580155
1042038000	8	338.719662854613
1042041600	8	339.676429969459
1042045200	8	341.376618976708
1042048800	8	353.391660595332
1042052400	8	354.377883622191
1042056000	8	353.746715692044
1042059600	8	354.293622395221
