Unix	jday	Downward_Short-Wave_Rad_Flux
1041379200	1	1071.44927850251
1041382800	1	1071.44927850251
1041386400	1	1064.11226915682
1041390000	1	1037.44275432385
1041393600	1	992.862992903173
1041397200	1	932.607720364836
1041400800	1	288.053683966007
1041404400	1	288.053683966007
1041408000	1	190.798832291946
1041411600	1	127.741352897353
1041415200	1	95.8027813291484
1041418800	1	76.6433006879157
1041422400	1	0
1041426000	1	0
1041429600	1	0
1041433200	1	0
1041436800	1	0
1041440400	1	0
1041444000	1	194.372787427953
1041447600	1	194.372787427953
1041451200	1	297.585037111561
1041454800	1	400.272997938759
1041458400	1	497.866116091125
1041462000	1	585.936954940415
1041465600	2	1075.91159618377
1041469200	2	1075.91159618377
1041472800	2	1062.57377824203
1041476400	2	1027.49870358941
1041480000	2	966.078496155145
1041483600	2	883.7038494382
1041487200	2	155.08593183924
1041490800	2	155.08593183924
1041494400	2	102.018618170811
1041498000	2	68.4165029125867
1041501600	2	51.3071345583873
1041505200	2	41.0468383287479
1041508800	2	0
1041512400	2	0
1041516000	2	0
1041519600	2	0
1041523200	2	0
1041526800	2	0
1041530400	2	171.333083039421
1041534000	2	171.333083039421
1041537600	2	262.072104126821
1041541200	2	348.624886394203
1041544800	2	428.290751340609
1041548400	2	500.589665666486
1041552000	3	924.746948016755
1041555600	3	924.746948016755
1041559200	3	928.050101964625
1041562800	3	914.177174403061
1041566400	3	873.987853691721
1041570000	3	813.810881637393
1041573600	3	195.081192591096
1041577200	3	195.081192591096
1041580800	3	128.978896860866
1041584400	3	86.4834881084039
1041588000	3	64.8633388960453
1041591600	3	51.8986074024322
1041595200	3	0
1041598800	3	0
1041602400	3	0
1041606000	3	0
1041609600	3	0
1041613200	3	0
1041616800	3	181.936359584943
1041620400	3	181.936359584943
1041624000	3	283.100796224019
1041627600	3	383.513651539229
1041631200	3	475.770212039369
1041634800	3	558.694042731458
1041638400	4	1009.86455608289
1041642000	4	1009.86455608289
1041645600	4	953.341138664227
1041649200	4	916.028941585823
1041652800	4	785.449000699641
1041656400	4	669.00549152617
1041660000	4	35.3881701934987
1041663600	4	35.3881701934987
1041667200	4	25.6264010767045
1041670800	4	17.1947091127876
1041674400	4	12.8915090855633
1041678000	4	10.314261216507
1041681600	4	0
1041685200	4	0
1041688800	4	0
1041692400	4	0
1041696000	4	0
1041699600	4	0
1041703200	4	33.9618362039671
1041706800	4	33.9618362039671
1041710400	4	61.2431843554151
1041714000	4	83.0317393390937
1041717600	4	108.803451486201
1041721200	4	138.465654921183
1041724800	5	655.909145418764
1041728400	5	655.909145418764
1041732000	5	705.720144904156
1041735600	5	713.827373526389
1041739200	5	711.938219777416
1041742800	5	691.75457274758
1041746400	5	267.987279561487
1041750000	5	267.987279561487
1041753600	5	172.993503082066
1041757200	5	115.73802440406
1041760800	5	86.8069589624158
1041764400	5	69.446498388015
1041768000	5	0
1041771600	5	0
1041775200	5	0
1041778800	5	0
1041782400	5	0
1041786000	5	0
1041789600	5	121.746623898382
1041793200	5	121.746623898382
1041796800	5	222.244981243192
1041800400	5	331.844811170667
1041804000	5	405.806463190198
1041807600	5	452.234391339325
1041811200	6	750.200328540045
1041814800	6	750.200328540045
1041818400	6	815.449717250782
1041822000	6	858.938956662161
1041825600	6	852.687145950939
1041829200	6	816.494864246844
1041832800	6	274.45926781838
1041836400	6	274.45926781838
1041840000	6	180.307480387439
1041843600	6	120.706634777998
1041847200	6	90.527269649978
1041850800	6	72.4296600145542
1041854400	6	0
1041858000	6	0
1041861600	6	0
1041865200	6	0
1041868800	6	0
1041872400	6	0
1041876000	6	74.8300658734519
1041879600	6	74.8300658734519
1041883200	6	132.901074847039
1041886800	6	211.173444491698
1041890400	6	320.453357302387
1041894000	6	435.046945026699
1041897600	7	1045.88620765818
1041901200	7	1045.88620765818
1041904800	7	1040.33769907497
1041908400	7	1014.90734394922
1041912000	7	971.1306119716
1041915600	7	911.5460222984
1041919200	7	271.627375600018
1041922800	7	271.627375600018
1041926400	7	174.90422977028
1041930000	7	117.075639995104
1041933600	7	87.8084646382237
1041937200	7	70.2546095316475
1041940800	7	0
1041944400	7	0
1041948000	7	0
1041951600	7	0
1041955200	7	0
1041958800	7	0
1041962400	7	164.25300379385
1041966000	7	164.25300379385
1041969600	7	264.023050484147
1041973200	7	358.617315237801
1041976800	7	447.14880098916
1041980400	7	527.000244208257
1041984000	8	953.891134117945
1041987600	8	953.891134117945
1041991200	8	895.816896214521
1041994800	8	829.396619867598
1041998400	8	772.959751149247
1042002000	8	714.135545292677
1042005600	8	144.385343668151
1042009200	8	144.385343668151
1042012800	8	90.0957317259589
1042016400	8	60.3555217997294
1042020000	8	45.2622990936077
1042023600	8	36.2162120499793
1042027200	8	0
1042030800	8	0
1042034400	8	0
1042038000	8	0
1042041600	8	0
1042045200	8	0
1042048800	8	80.0408401380126
1042052400	8	80.0408401380126
1042056000	8	141.208898082119
1042059600	8	209.488463809916
1042063200	8	272.89821397136
1042066800	8	366.120102995996
1042070400	9	835.557814535935
1042074000	9	835.557814535935
1042077600	9	638.888159948658
1042081200	9	465.587932299246
1042084800	9	381.392087822909
1042088400	9	352.598067066883
1042092000	9	142.381792852064
1042095600	9	142.381792852064
1042099200	9	92.1053434526402
1042102800	9	61.6760580895576
1042106400	9	46.2538365287473
1042110000	9	36.9971212670187
1042113600	9	0
1042117200	9	0
1042120800	9	0
1042124400	9	0
1042128000	9	0
1042131600	9	0
1042135200	9	83.8445469595675
1042138800	9	83.8445469595675
1042142400	9	143.136387249993
1042146000	9	201.620614047963
1042149600	9	280.487652125874
1042153200	9	356.125763984567
1042156800	10	746.957339995203
1042160400	10	746.957339995203
1042164000	10	715.237321068168
1042167600	10	710.526187904199
1042171200	10	710.610550575038
1042174800	10	691.246090260717
1042178400	10	185.174472492141
1042182000	10	185.174472492141
1042185600	10	120.523589421012
1042189200	10	80.5996525893034
1042192800	10	60.4450347722998
1042196400	10	48.367251558275
1042200000	10	0
1042203600	10	0
1042207200	10	0
1042210800	10	0
1042214400	10	0
1042218000	10	0
1042221600	10	82.1902112426396
1042225200	10	82.1902112426396
1042228800	10	149.896530564834
1042232400	10	236.540641063784
1042236000	10	335.958323274887
1042239600	10	425.584736915647
1042243200	11	911.878987847544
1042246800	11	911.878987847544
1042250400	11	877.554336676598
1042254000	11	843.413372834968
1042257600	11	808.6207632312
1042261200	11	759.578443181368
1042264800	11	197.669395778027
1042268400	11	197.669395778027
1042272000	11	127.293620574746
1042275600	11	85.2176489518849
1042279200	11	63.9074196420346
1042282800	11	51.1278139127075
1042286400	11	0
1042290000	11	0
1042293600	11	0
1042297200	11	0
1042300800	11	0
1042304400	11	0
1042308000	11	20.9087150606781
1042311600	11	20.9087150606781
1042315200	11	28.5351227530561
1042318800	11	36.7893085388241
1042322400	11	45.9539966957262
1042326000	11	55.0466060147027
1042329600	12	188.262254684061
1042333200	12	188.262254684061
1042336800	12	185.126051679614
1042340400	12	164.579470371928
1042344000	12	142.074637100095
1042347600	12	122.36464561446
1042351200	12	16.4034394550473
1042354800	12	16.4034394550473
1042358400	12	11.5525255737521
1042362000	12	7.74338515564366
1042365600	12	5.81020448312311
1042369200	12	4.64682962370828
1042372800	12	0
1042376400	12	0
1042380000	12	0
1042383600	12	0
1042387200	12	0
1042390800	12	0
1042394400	12	30.9838847283826
1042398000	12	30.9838847283826
1042401600	12	73.0875931338103
1042405200	12	149.861477755559
1042408800	12	233.131465246458
1042412400	12	325.045805797578
1042416000	13	1025.13749359432
1042419600	13	1025.13749359432
1042423200	13	1025.18471523576
1042426800	13	1001.52466214071
1042430400	13	959.558272541548
1042434000	13	899.931741054222
1042437600	13	264.420147409042
1042441200	13	264.420147409042
1042444800	13	173.529547831524
1042448400	13	116.092414543242
1042452000	13	87.0779405941408
1042455600	13	69.6607959698906
1042459200	13	0
1042462800	13	0
1042466400	13	0
1042470000	13	0
1042473600	13	0
1042477200	13	0
1042480800	13	104.336816528725
1042484400	13	104.336816528725
1042488000	13	187.601507578419
1042491600	13	281.109129319424
1042495200	13	390.883012208177
1042498800	13	493.356946282995
1042502400	14	1066.65937021515
1042506000	14	1066.65937021515
1042509600	14	1061.51428328885
1042513200	14	1036.02210727059
1042516800	14	991.412447093987
1042520400	14	930.515029248361
1042524000	14	280.528308313553
1042527600	14	280.528308313553
1042531200	14	183.925735077221
1042534800	14	123.003507916565
1042538400	14	92.2547211847847
1042542000	14	73.7990081996075
1042545600	14	0
1042549200	14	0
1042552800	14	0
1042556400	14	0
1042560000	14	0
1042563600	14	0
1042567200	14	151.831227053858
1042570800	14	151.831227053858
1042574400	14	253.84784212906
1042578000	14	356.626023039679
1042581600	14	454.832667033363
1042585200	14	543.996276077326
1042588800	15	1048.89257674039
1042592400	15	1048.89257674039
1042596000	15	1042.05201387756
1042599600	15	1015.00667775098
1042603200	15	970.113838373897
1042606800	15	909.808815275997
1042610400	15	271.083851526829
1042614000	15	271.083851526829
1042617600	15	176.87975567829
1042621200	15	118.259933136284
1042624800	15	88.6976567882898
1042628400	15	70.9625092705083
1042632000	15	0
1042635600	15	0
1042639200	15	0
1042642800	15	0
1042646400	15	0
1042650000	15	0
1042653600	15	142.116251503376
1042657200	15	142.116251503376
1042660800	15	241.005836626587
1042664400	15	341.253235423102
1042668000	15	437.517845773714
1042671600	15	525.316800734725
1042675200	16	1029.76662710655
1042678800	16	1029.76662710655
1042682400	16	1024.50863922521
1042686000	16	999.361296000034
1042689600	16	957.123639038856
1042693200	16	899.174659128497
1042696800	16	271.116434113654
1042700400	16	271.116434113654
1042704000	16	176.335038180316
1042707600	16	117.877400397535
1042711200	16	88.3996030023332
1042714800	16	70.7196823115827
1042718400	16	0
1042722000	16	0
1042725600	16	0
1042729200	16	0
1042732800	16	0
1042736400	16	0
1042740000	16	39.2761238491919
1042743600	16	39.2761238491919
1042747200	16	69.306160441814
1042750800	16	102.467778614777
1042754400	16	141.48157261675
1042758000	16	182.322385780249
1042761600	17	708.90340160914
1042765200	17	708.90340160914
1042768800	17	745.49308613051
1042772400	17	766.087435575438
1042776000	17	760.286034995474
1042779600	17	729.088734026884
1042783200	17	247.052081512438
1042786800	17	247.052081512438
1042790400	17	161.303592160195
1042794000	17	107.810960339422
1042797600	17	80.8555164295223
1042801200	17	64.6847766817818
1042804800	17	0
1042808400	17	0
1042812000	17	0
1042815600	17	0
1042819200	17	0
1042822800	17	0
1042826400	17	125.74619049086
1042830000	17	125.74619049086
1042833600	17	218.736626981025
1042837200	17	308.373423853288
1042840800	17	397.903025954642
1042844400	17	481.043626825112
1042848000	18	1004.25208954228
1042851600	18	1004.25208954228
1042855200	18	1016.75371562623
1042858800	18	997.523973291103
1042862400	18	957.263142881126
1042866000	18	899.731406932827
1042869600	18	270.430667579237
1042873200	18	270.430667579237
