Unix	jday	U-component_of_wind
978307200	1	4.09169114652544
978310800	1	5.40871947810111
978314400	1	5.48495081058643
978318000	1	5.50274195031863
978321600	1	5.12031727971178
978325200	1	4.56918676538488
978328800	1	4.83981486027811
978332400	1	3.27193715889694
978336000	1	2.18422927859356
978339600	1	1.88195017127064
978343200	1	1.83926502082393
978346800	1	1.82464107203009
978350400	1	3.79192425582876
978354000	1	2.72291377606063
978357600	1	1.87955712833412
978361200	1	1.59095205293524
978364800	1	1.58217817818451
978368400	1	1.35986827175253
978372000	1	0.945500712441192
978375600	1	0.139629903542756
978379200	1	-0.188794937360198
978382800	1	0.312757845710744
978386400	1	1.3628227838375
978390000	1	2.32724123689507
978393600	2	3.62415223664878
978397200	2	4.48544488795254
978400800	2	4.89643292497062
978404400	2	4.55015448951401
978408000	2	3.99059077893907
978411600	2	3.49756300005873
978415200	2	2.79465361968272
978418800	2	2.03148026714549
978422400	2	1.04137363538187
978426000	2	-0.0418683037660119
978429600	2	-0.992737782040605
978433200	2	-1.86459695746779
978436800	2	-0.457132913702422
978440400	2	-2.16246935243503
978444000	2	-2.50113092860255
978447600	2	-2.33611574939304
978451200	2	-2.0160628250164
978454800	2	-1.62594156651463
978458400	2	1.06984277587416
978462000	2	0.693105280343932
978465600	2	0.893995552962298
978469200	2	1.41463382789094
978472800	2	2.13674547272004
978476400	2	2.7798278462243
978480000	3	1.58009071797618
978483600	3	2.72656362643735
978487200	3	2.86083954081004
978490800	3	2.87136344087287
978494400	3	2.71257354698147
978498000	3	2.53594223858076
978501600	3	2.3609510117943
978505200	3	1.959744545877
978508800	3	1.67692266186563
978512400	3	1.40176773927083
978516000	3	0.870535726358035
978519600	3	0.331280832474281
978523200	3	-2.55832113488976
978526800	3	-2.0718000059765
978530400	3	-1.80938043336329
978534000	3	-1.56388016950727
978537600	3	-1.22067899046378
978541200	3	-0.815956899182185
978544800	3	0.591055551563552
978548400	3	1.31684096713092
978552000	3	2.35526625871276
978555600	3	2.90802495679478
978559200	3	3.1046573242994
978562800	3	3.35617549282141
978566400	4	1.84011876785397
978570000	4	4.00321797919569
978573600	4	4.57784376020756
978577200	4	4.64922146817523
978580800	4	4.46638024446218
978584400	4	4.21353922484479
978588000	4	4.01061769183991
978591600	4	3.23131642264053
978595200	4	2.2847536730081
978598800	4	1.47488723901897
978602400	4	0.947787260788429
978606000	4	0.483029676260521
978609600	4	-0.00808561254047474
978613200	4	0.182951271036191
978616800	4	0.55260257197373
978620400	4	0.756784894771964
978624000	4	0.777782523014494
978627600	4	0.755434050576044
978631200	4	-0.10415077913787
978634800	4	0.570347867194366
978638400	4	1.70367461105941
978642000	4	2.69702490775858
978645600	4	3.37876095615203
978649200	4	4.06260876543543
978652800	5	3.89087785561747
978656400	5	5.22225436790913
978660000	5	5.4531177789773
978663600	5	5.28739823568108
978667200	5	5.26866296633022
978670800	5	5.12555266019219
978674400	5	5.3981834778072
978678000	5	3.92703699295798
978681600	5	2.65045427151411
978685200	5	1.56988328816599
978688800	5	0.793100951843669
978692400	5	0.00512060685760442
978696000	5	-2.12687535200869
978699600	5	-1.85366728677325
978703200	5	-1.47761537161436
978706800	5	-0.544877321904213
978710400	5	0.182535759898684
978714000	5	0.55687332886356
978717600	5	0.368725331299782
978721200	5	-0.0569675459565649
978724800	5	0.413456341204534
978728400	5	1.30536304241987
978732000	5	2.53430311238903
978735600	5	3.51925074718239
978739200	6	1.39330757781716
978742800	6	4.06058503181721
978746400	6	5.60960344753116
978750000	6	6.10766810511506
978753600	6	5.60504981876734
978757200	6	5.16991294758361
978760800	6	5.75019557298659
978764400	6	4.25151583739378
978768000	6	3.27619681981754
978771600	6	2.74948743204913
978775200	6	2.26334053695507
978778800	6	1.61078854048104
978782400	6	0.301058554331054
978786000	6	-0.237446875122891
978789600	6	-0.686612436635898
978793200	6	-0.749417187244509
978796800	6	-0.801599989410321
978800400	6	-0.956714150847087
978804000	6	-1.52832022053802
978807600	6	-1.15135650354367
978811200	6	-0.505567611653675
978814800	6	0.475213013450649
978818400	6	1.75465003314978
978822000	6	2.86077321060771
978825600	7	1.89804057003163
978829200	7	3.99002670248342
978832800	7	4.65947406537306
978836400	7	4.77735645895307
978840000	7	4.58845031879339
978843600	7	4.40953828943017
978847200	7	4.25099548938976
978850800	7	3.06415341304555
978854400	7	2.18828027925759
978858000	7	1.51252158985562
978861600	7	0.978484924193213
978865200	7	0.53901484149269
978868800	7	0.00440386016808682
978872400	7	-0.283136683265405
978876000	7	-0.339055078175589
978879600	7	-0.588269421025061
978883200	7	-0.650673398533035
978886800	7	-0.661724820276592
978890400	7	-0.487009549049148
978894000	7	-0.225632733585023
978897600	7	0.226897530569566
978901200	7	0.771336417627231
978904800	7	1.62962905429645
978908400	7	2.30119768496004
978912000	8	2.15741535235809
978915600	8	3.0075973056632
978919200	8	3.32644519490122
978922800	8	3.39850634805988
978926400	8	3.04125567900381
978930000	8	2.65758433332079
978933600	8	0.852148705169038
978937200	8	1.06049028385212
978940800	8	0.924143714246919
978944400	8	0.580695582224589
978948000	8	-0.0792296797341735
978951600	8	-0.742069857651985
978955200	8	-2.05396207374173
978958800	8	-2.76315644420837
978962400	8	-3.10860301439341
978966000	8	-3.18410158851518
978969600	8	-3.01757339823121
978973200	8	-2.83967364934888
978976800	8	-2.25826100979847
978980400	8	-2.02339132494921
978984000	8	-1.18786447862063
978987600	8	-0.268898684690978
978991200	8	0.672405196948642
978994800	8	1.39333269517302
978998400	9	-0.508032318461698
979002000	9	1.44184064749279
979005600	9	2.70663467276895
979009200	9	3.53633877427992
979012800	9	3.75539929414532
979016400	9	3.82955994678483
979020000	9	4.41265139728482
979023600	9	3.4908576503195
979027200	9	2.33493508115348
979030800	9	1.3239164793872
979034400	9	0.877652113110719
979038000	9	0.396121922319355
979041600	9	0.787288520102407
979045200	9	-0.085026161749731
979048800	9	-1.0534673160038
979052400	9	-1.77706844123885
979056000	9	-2.37556590572012
979059600	9	-2.77992437129983
979063200	9	-4.30160759663306
979066800	9	-3.43705379703933
979070400	9	-2.52166100476738
979074000	9	-1.74035507550529
979077600	9	-0.479781295208464
979081200	9	0.886892944627708
979084800	10	3.02404755531299
979088400	10	2.42104862925937
979092000	10	2.12671062465532
979095600	10	1.44339799536767
979099200	10	0.595183537034186
979102800	10	-0.339178397030177
979106400	10	-1.84385275440887
979110000	10	-2.3936087545358
979113600	10	-3.1604027761496
979117200	10	-3.92162737513852
979120800	10	-4.18084592645683
979124400	10	-4.32786525354425
979128000	10	-3.51960158657237
979131600	10	-4.09547975277363
979135200	10	-3.79606865982448
979138800	10	-3.68253265460006
979142400	10	-3.4530827694476
979146000	10	-3.21075954854436
979149600	10	-2.90482209582641
979153200	10	-3.05758925275397
979156800	10	-2.71248546574025
979160400	10	-2.01402196633833
979164000	10	-0.463376221622292
979167600	10	1.30481176566888
979171200	11	2.68580521493363
979174800	11	3.89814298782275
979178400	11	5.36523918800498
979182000	11	6.1990423183651
979185600	11	6.29785267005908
979189200	11	6.26665274861376
979192800	11	4.96276944558032
979196400	11	4.43991813125319
979200000	11	3.78714570023978
979203600	11	3.11978921534101
979207200	11	2.23324486313521
979210800	11	1.30065028883431
979214400	11	0.735644607797939
979218000	11	-0.283115814371052
979221600	11	-0.742108549997338
979225200	11	-0.731815165319826
979228800	11	-0.746394744454514
979232400	11	-0.892885557042231
979236000	11	0.868148609168423
979239600	11	0.851589857779625
979243200	11	1.45116891669725
979246800	11	2.22822015380966
979250400	11	3.22097021617672
979254000	11	4.17291551247545
979257600	12	3.75927550008906
979261200	12	4.86735481147623
979264800	12	4.61480318618426
979268400	12	4.9845949276808
979272000	12	5.12431238438725
979275600	12	4.81098117921676
979279200	12	5.12246529419933
979282800	12	3.53213299425653
979286400	12	2.54043527443899
979290000	12	1.86445711257832
979293600	12	2.00462000886448
979297200	12	2.10475001581493
979300800	12	2.78199045511466
979304400	12	2.36089130900031
979308000	12	1.69339412077108
979311600	12	0.701947154131846
979315200	12	-0.14465450570708
979318800	12	-0.999083132217612
979322400	12	-1.61968124268276
979326000	12	-1.71933362935953
979329600	12	-1.27806968393381
979333200	12	-0.0354439195469994
979336800	12	0.266239186978545
979340400	12	0.78319553486542
979344000	13	2.83303432613168
979347600	13	3.18188558232645
979351200	13	3.82508600668543
979354800	13	4.68876527831494
979358400	13	5.36146986631297
979362000	13	5.7978284082371
979365600	13	5.92022686283787
979369200	13	5.64556564176216
979372800	13	4.79957729841344
979376400	13	4.10484396403244
979380000	13	4.03242719748487
979383600	13	3.96619137273697
979387200	13	1.28176746834552
979390800	13	1.3239267777694
979394400	13	1.78176080178443
979398000	13	1.78555737459935
979401600	13	1.39190166059765
979405200	13	0.938514945347647
979408800	13	0.556362734693394
979412400	13	0.0732054866006011
979416000	13	0.0897778915437329
979419600	13	-0.438967541914544
979423200	13	-0.518573723984408
979426800	13	-0.0478267178865474
979430400	14	-0.990591216023773
979434000	14	1.63804236037139
979437600	14	3.94079252112377
979441200	14	5.17888717035484
979444800	14	5.46981708253282
979448400	14	5.59265810467442
979452000	14	5.27957366897448
979455600	14	4.52095297466767
979459200	14	3.78433205260418
979462800	14	2.43276050544431
979466400	14	1.06213949747936
979470000	14	0.0180022499708928
979473600	14	2.2069524521626
979477200	14	0.61580796056987
979480800	14	-0.666343840883804
979484400	14	-1.06801339773291
979488000	14	-0.489926623267613
979491600	14	-0.0179004062436301
979495200	14	1.6866498255248
979498800	14	1.39048339277703
979502400	14	1.59542004866593
979506000	14	2.12817416150114
979509600	14	2.37951066869659
979513200	14	2.55112491583603
979516800	15	3.41099354072566
979520400	15	3.22147227431149
979524000	15	3.145256680456
979527600	15	1.96018693458536
979531200	15	1.46079488620742
979534800	15	1.29575291379136
979538400	15	0.18663462954675
979542000	15	0.594125840926404
979545600	15	0.361146751097868
979549200	15	1.11380042511931
979552800	15	1.0205664932971
979556400	15	0.668153920188433
979560000	15	2.0186412900882
979563600	15	0.366972089084436
979567200	15	-0.48239460103656
979570800	15	1.6035137296059
979574400	15	1.69683556619797
979578000	15	2.10379672450323
979581600	15	7.21793069115206
979585200	15	5.03988564517894
979588800	15	5.30830895663655
979592400	15	13.1998114170111
979596000	15	13.3717950744441
979599600	15	12.6766157512067
979603200	16	13.2070141558011
979606800	16	10.809545668605
979610400	16	9.78257931829189
979614000	16	9.52733805646603
979617600	16	9.44466616861011
979621200	16	9.17874661248942
979624800	16	4.69007301313709
979628400	16	5.30678362113809
979632000	16	4.24933174826157
979635600	16	3.42321364532884
979639200	16	2.88430017996399
979642800	16	2.44009400725915
979646400	16	3.06254522719391
979650000	16	1.70786761402162
979653600	16	1.41815688620118
979657200	16	1.447495084307
979660800	16	1.84631341944935
979664400	16	2.17217794020036
979668000	16	4.46791561775844
979671600	16	4.14811954802306
979675200	16	4.99092725462848
979678800	16	5.67838119560668
979682400	16	5.5277978513585
979686000	16	5.22694095873169
979689600	17	3.07802506168804
979693200	17	2.82691792462748
979696800	17	2.77589283861886
979700400	17	2.75614660434642
979704000	17	3.05295008766222
979707600	17	3.20738294158001
979711200	17	2.64919111263819
979714800	17	1.90008479368671
979718400	17	0.898780833828898
979722000	17	0.280986572702945
979725600	17	0.213070007892791
979729200	17	0.0805313209893196
979732800	17	1.4185888326868
979736400	17	0.457802568717088
979740000	17	-0.386469148978277
979743600	17	-0.486764269622081
979747200	17	0.152221095511814
979750800	17	0.658624627462444
979754400	17	2.74018032030966
979758000	17	1.72118933336602
979761600	17	1.98796687531811
979765200	17	2.91775974607956
979768800	17	3.59727183446431
979772400	17	4.25430506789843
979776000	18	5.20836420001632
979779600	18	5.15166526431818
979783200	18	5.81231007889343
979786800	18	6.2111657915671
979790400	18	6.22898554850195
979794000	18	6.09074077045991
979797600	18	5.65889694059008
979801200	18	4.98063723026179
979804800	18	3.88256748942535
979808400	18	3.03323794817948
979812000	18	2.47582755136105
979815600	18	1.9383009190732
979819200	18	1.2409518596693
979822800	18	0.942117785442567
979826400	18	0.677463294652644
979830000	18	0.502256204611066
979833600	18	0.125748687204856
979837200	18	-0.286425492288113
979840800	18	0.0504772938222447
979844400	18	-0.110640750427132
979848000	18	0.248770431550065
979851600	18	1.34415705041909
979855200	18	2.34424899198683
979858800	18	3.04076317507326
979862400	19	1.44607071673231
979866000	19	3.25066370419698
979869600	19	4.06384925062906
979873200	19	4.49870223806728
979876800	19	4.50790514669364
979880400	19	4.45527636257871
979884000	19	5.26275303320449
979887600	19	4.35674907837314
979891200	19	3.18925105879597
979894800	19	2.33530281887874
979898400	19	2.12230356038949
979902000	19	1.84533636279206
979905600	19	-0.579564938306819
979909200	19	-0.912878991566144
979912800	19	-0.892015665575718
979916400	19	-0.496080951863281
979920000	19	-0.0172506190162405
979923600	19	0.69818246340617
979927200	19	3.56137602204652
979930800	19	1.9371249954884
979934400	19	1.22157252535753
979938000	19	1.09021889197732
979941600	19	2.07018298854251
979945200	19	3.05813031913747
979948800	20	4.57057338610318
979952400	20	4.58025685337596
979956000	20	4.49893106003142
979959600	20	4.48190924045062
979963200	20	4.59483811410701
979966800	20	4.50434898500672
979970400	20	4.5501703101139
979974000	20	4.15223274933276
979977600	20	3.08204381354179
979981200	20	2.49819471796888
979984800	20	1.9772621361851
979988400	20	1.37481921974417
979992000	20	1.05704407064724
979995600	20	0.57070755516695
979999200	20	0.698955271376973
980002800	20	1.23043802769566
980006400	20	0.993354108337174
980010000	20	0.660299775499942
980013600	20	0.630735125872051
980017200	20	-0.645478924820124
980020800	20	-1.49529341888393
980024400	20	-0.829895467428436
980028000	20	1.36792512560403
980031600	20	3.41797414122156
980035200	21	4.19536437175974
980038800	21	5.05960312471085
980042400	21	5.33871880671532
980046000	21	6.78101552479181
980049600	21	7.60752748218442
980053200	21	8.4314530789224
980056800	21	7.02109656518715
980060400	21	6.94743500871254
980064000	21	5.01211319192658
980067600	21	3.24051469855457
980071200	21	2.89083074483715
980074800	21	2.56623650646853
980078400	21	2.87276327097423
980082000	21	1.65384229072439
980085600	21	1.16679142398757
980089200	21	1.70062728885232
980092800	21	2.21694374827437
980096400	21	2.6043810421958
980100000	21	3.17123332021434
980103600	21	3.13912385160592
980107200	21	3.79420332973252
980110800	21	4.43956989121081
980114400	21	4.50738731687549
980118000	21	4.49703632336473
980121600	22	3.55457424879494
980125200	22	4.15842367737348
980128800	22	4.47974229682937
980132400	22	4.84700187003704
980136000	22	5.09777227438278
980139600	22	5.15266966925938
980143200	22	2.8169523699029
980146800	22	2.9172138134706
980150400	22	2.23564480757265
980154000	22	1.11774504155455
980157600	22	0.552135506179105
980161200	22	-0.0254042968259808
980164800	22	-0.189365855148201
980168400	22	-0.3176143289826
980172000	22	-0.234711778864823
980175600	22	0.0727375284260586
980179200	22	0.213416759780993
980182800	22	0.306047942045853
980186400	22	0.846962059662128
980190000	22	0.975032543498627
980193600	22	1.64118109284222
980197200	22	1.8552939484883
980200800	22	2.54320842065808
980204400	22	3.56482660273063
980208000	23	5.02375866049888
980211600	23	4.66013764130056
980215200	23	3.97088074326752
980218800	23	3.43474011762266
980222400	23	3.38259116685027
980226000	23	2.49523688969867
980229600	23	0.261807218921613
980233200	23	1.69219700850918
980236800	23	1.5900605602725
980240400	23	1.50003367707987
980244000	23	2.34327119002857
980247600	23	3.208911903853
980251200	23	4.08209895060962
980254800	23	6.55253881828486
980258400	23	7.92982165327059
980262000	23	7.52157844320237
980265600	23	6.46744748159984
980269200	23	5.37883648701056
980272800	23	0.325536216793024
980276400	23	1.05879663016878
980280000	23	0.731134074868837
980283600	23	0.644027195306369
980287200	23	1.33617354969411
980290800	23	2.08354706900864
980294400	24	0.262122805109425
980298000	24	1.83515549162631
980301600	24	2.9185881034719
980305200	24	3.33830479785993
980308800	24	3.39888871438437
980312400	24	3.32538920508393
980316000	24	4.30298469427563
980319600	24	2.87932885844262
980323200	24	1.97485491798323
980326800	24	1.42545088138402
980330400	24	0.917660262578801
980334000	24	0.549559089156323
980337600	24	1.14838692538041
980341200	24	0.200622384193003
980344800	24	-0.146322357176174
980348400	24	0.0859520678843974
980352000	24	-0.606029620053188
980355600	24	-1.1493091099074
980359200	24	-2.18327694182744
980362800	24	-1.36893519100877
980366400	24	-0.22169850084363
980370000	24	0.5605430693736
980373600	24	0.367615718057202
980377200	24	-0.726143969173273
980380800	25	-1.14397771773447
980384400	25	-3.7409008759853
980388000	25	-3.64108123413258
980391600	25	-3.91823941426242
980395200	25	-4.60332551636451
980398800	25	-4.51159032920329
980402400	25	1.10807861510893
980406000	25	2.95558969024583
980409600	25	4.16533639875417
980413200	25	4.65166255756824
980416800	25	4.83610916718021
980420400	25	5.1615727666323
