Unix	jday	Downward_Long-Wave_Rad_Flux
1230768000	1	309.51052555873
1230771600	1	311.508775517505
1230775200	1	311.315678938728
1230778800	1	311.481204654222
1230782400	1	311.335706986447
1230786000	1	310.834546196671
1230789600	1	301.319872416214
1230793200	1	299.858094461944
1230796800	1	296.882802896913
1230800400	1	293.25781532881
1230804000	1	290.254073722005
1230807600	1	287.880588819146
1230811200	1	277.874139781873
1230814800	1	277.301779353867
1230818400	1	277.705688385274
1230822000	1	278.740737043684
1230825600	1	281.295446570438
1230829200	1	283.994696882459
1230832800	1	300.455667239455
1230836400	1	303.068521601998
1230840000	1	309.12028530028
1230843600	1	312.352798846075
1230847200	1	317.249168239053
1230850800	1	322.166160001427
1230854400	2	350.466855375906
1230858000	2	353.788440778696
1230861600	2	357.897779758373
1230865200	2	359.601844686533
1230868800	2	359.279762095344
1230872400	2	358.446954124873
1230876000	2	347.692942318199
1230879600	2	347.40614390948
1230883200	2	348.360145424049
1230886800	2	354.737050076846
1230890400	2	359.643066370636
1230894000	2	359.699477433508
1230897600	2	313.372596830305
1230901200	2	307.195046885588
1230904800	2	331.428014259976
1230908400	2	339.032351351156
1230912000	2	335.7426620633
1230915600	2	326.519960119389
1230919200	2	291.677529974757
1230922800	2	293.608546326348
1230926400	2	297.391381663044
1230930000	2	301.523547779104
1230933600	2	305.580407146634
1230937200	2	307.735833299393
1230940800	3	367.368618592094
1230944400	3	362.591406175127
1230948000	3	360.436626910265
1230951600	3	358.100165029377
1230955200	3	354.459168021069
1230958800	3	353.165738764866
1230962400	3	331.136800493417
1230966000	3	329.561487077617
1230969600	3	310.78423229266
1230973200	3	302.049135281047
1230976800	3	296.321676864108
1230980400	3	292.386731895808
1230984000	3	275.502667077018
1230987600	3	273.278572616286
1230991200	3	275.85622115926
1230994800	3	276.919055562669
1230998400	3	277.018321437394
1231002000	3	276.793308302693
1231005600	3	282.729359894726
1231009200	3	284.326329654757
1231012800	3	286.226605690325
1231016400	3	288.746596044595
1231020000	3	290.970554718737
1231023600	3	293.410122702568
1231027200	4	308.444230573197
1231030800	4	309.277420485061
1231034400	4	310.053367130146
1231038000	4	311.094664412598
1231041600	4	312.51241481527
1231045200	4	314.712987049668
1231048800	4	348.280025567161
1231052400	4	346.113394603875
1231056000	4	340.341785971858
1231059600	4	326.823210345168
1231063200	4	319.423718470399
1231066800	4	314.609045554063
1231070400	4	294.622774336496
1231074000	4	293.690489845689
1231077600	4	293.178599314684
1231081200	4	292.093813891249
1231084800	4	291.010903467064
1231088400	4	290.075052807049
1231092000	4	289.531980909683
1231095600	4	291.215062938834
1231099200	4	294.412892772946
1231102800	4	297.691497907458
1231106400	4	301.809307876449
1231110000	4	306.255646963144
1231113600	5	322.663982880373
1231117200	5	325.542232904829
1231120800	5	327.426035440274
1231124400	5	329.285695286765
1231128000	5	330.714921397102
1231131600	5	331.740506958351
1231135200	5	328.316741527021
1231138800	5	327.179531374891
1231142400	5	324.611619420133
1231146000	5	321.829873357745
1231149600	5	319.035828190769
1231153200	5	316.517188032041
1231156800	5	303.243058312818
1231160400	5	301.445119514197
1231164000	5	300.296735853017
1231167600	5	305.693211823458
1231171200	5	306.097203333762
