Unix	jday	Downward_Short-Wave_Rad_Flux
1230768000	1	1069.77626395248
1230771600	1	1069.77626395248
1230775200	1	1059.58491644795
1230778800	1	1030.17465035178
1230782400	1	983.460479538181
1230786000	1	921.874620008178
1230789600	1	278.944742795823
1230793200	1	278.944742795823
1230796800	1	184.698831408582
1230800400	1	123.69519788166
1230804000	1	92.771516084096
1230807600	1	74.2181051966229
1230811200	1	0
1230814800	1	0
1230818400	1	0
1230822000	1	0
1230825600	1	0
1230829200	1	0
1230832800	1	184.568671888929
1230836400	1	184.568671888929
1230840000	1	275.481266801422
1230843600	1	380.518300899451
1230847200	1	475.338132099608
1230850800	1	559.773475404109
1230854400	2	1029.84727816087
1230858000	2	1029.84727816087
1230861600	2	1015.59432855844
1230865200	2	981.247981686329
1230868800	2	930.760380897036
1230872400	2	866.154109847057
1230876000	2	246.52176123389
1230879600	2	246.52176123389
1230883200	2	158.26300998459
1230886800	2	105.790366962309
1230890400	2	79.337340103183
1230894000	2	63.4739003659118
1230897600	2	0
1230901200	2	0
1230904800	2	0
1230908400	2	0
1230912000	2	0
1230915600	2	0
1230919200	2	205.293963943212
1230922800	2	205.293963943212
1230926400	2	300.888552348542
1230930000	2	395.910487575726
1230933600	2	489.368030761328
1230937200	2	573.307241671341
1230940800	3	185.609366125356
1230944400	3	185.609366125356
1230948000	3	278.968032402655
1230951600	3	371.731916231409
1230955200	3	441.635544148242
1230958800	3	457.803735626638
1230962400	3	200.838802945872
1230966000	3	200.838802945872
1230969600	3	143.775126534716
1230973200	3	96.3992063563005
1230976800	3	72.2985012194684
1230980400	3	57.8425830744902
1230984000	3	0
1230987600	3	0
1230991200	3	0
1230994800	3	0
1230998400	3	0
1231002000	3	0
1231005600	3	199.333510373317
1231009200	3	199.333510373317
1231012800	3	300.480269098086
1231016400	3	399.958115398504
1231020000	3	494.898823275169
1231023600	3	579.875720182136
1231027200	4	1047.52615987033
1231030800	4	1047.52615987033
1231034400	4	1037.68510576945
1231038000	4	1008.9593080028
1231041600	4	961.188406050145
1231045200	4	894.283896598109
1231048800	4	172.769712817957
1231052400	4	172.769712817957
1231056000	4	117.885908689671
1231059600	4	79.132258898905
1231063200	4	59.3546885835524
1231066800	4	47.4803283920289
1231070400	4	0
1231074000	4	0
1231077600	4	0
1231081200	4	0
1231084800	4	0
1231088400	4	0
1231092000	4	204.133707648626
1231095600	4	204.133707648626
1231099200	4	303.47804830155
1231102800	4	402.479243007977
1231106400	4	496.231968893803
1231110000	4	580.490261950719
1231113600	5	1046.85217054485
1231117200	5	1046.85217054485
1231120800	5	1036.93260754977
1231124400	5	1007.78669450627
1231128000	5	961.768849718137
1231131600	5	900.890907273767
1231135200	5	269.097239567913
1231138800	5	269.097239567913
1231142400	5	177.620149556421
1231146000	5	118.935865258836
1231149600	5	89.2031321532423
1231153200	5	71.3657195156499
1231156800	5	0
1231160400	5	0
1231164000	5	0
1231167600	5	0
1231171200	5	0
1231174800	5	0
1231178400	5	205.980294086813
1231182000	5	205.980294086813
1231185600	5	305.953925851386
1231189200	5	405.604463873619
1231192800	5	499.363822940653
1231196400	5	582.985376189348
1231200000	6	980.861281754854
1231203600	6	980.861281754854
1231207200	6	864.349336461171
1231210800	6	685.911255566728
1231214400	6	567.954806621857
1231218000	6	484.491280331522
1231221600	6	160.489730708256
1231225200	6	160.489730708256
1231228800	6	118.843112927395
1231232400	6	79.7504775888175
1231236000	6	59.8120263172049
1231239600	6	47.8428694106342
1231243200	6	0
1231246800	6	0
1231250400	6	0
1231254000	6	0
1231257600	6	0
1231261200	6	0
1231264800	6	152.009452516034
1231268400	6	152.009452516034
1231272000	6	251.684676526811
1231275600	6	357.145216623701
1231279200	6	455.34167415413
1231282800	6	541.086430769589
1231286400	7	997.382725461403
1231290000	7	997.382725461403
1231293600	7	967.135139881429
1231297200	7	861.272626213462
1231300800	7	775.888991517286
1231304400	7	689.090633146439
1231308000	7	84.0199152376113
1231311600	7	84.0199152376113
1231315200	7	55.643375894836
1231318800	7	37.3732521901966
1231322400	7	28.020215307797
1231326000	7	22.4170117112317
1231329600	7	0
1231333200	7	0
1231336800	7	0
1231340400	7	0
1231344000	7	0
1231347600	7	0
1231351200	7	193.578748481526
1231354800	7	193.578748481526
1231358400	7	292.607022689065
1231362000	7	391.174376000717
1231365600	7	484.333945477103
1231369200	7	568.045685039474
1231372800	8	1042.23115853861
1231376400	8	1042.23115853861
1231380000	8	1031.91739164064
1231383600	8	1002.51409271886
1231387200	8	951.036937841618
1231390800	8	881.63100898435
1231394400	8	206.758455971263
1231398000	8	206.758455971263
1231401600	8	132.390641984608
1231405200	8	88.6610421031907
1231408800	8	66.4948239759717
1231412400	8	53.2035017819671
1231416000	8	0
1231419600	8	0
1231423200	8	0
1231426800	8	0
1231430400	8	0
1231434000	8	0
1231437600	8	53.0947765067713
1231441200	8	53.0947765067713
1231444800	8	75.5577516651502
1231448400	8	111.966199745456
1231452000	8	157.766164914592
1231455600	8	204.822720155217
1231459200	9	516.898836569931
1231462800	9	516.898836569931
1231466400	9	645.94479825563
1231470000	9	686.393342675152
1231473600	9	672.30029259991
1231477200	9	624.714121044022
1231480800	9	130.271861727197
1231484400	9	130.271861727197
1231488000	9	81.6514845391126
1231491600	9	54.6849369616839
1231495200	9	41.0137638860601
1231498800	9	32.8078450164871
1231502400	9	0
1231506000	9	0
1231509600	9	0
1231513200	9	0
1231516800	9	0
1231520400	9	0
1231524000	9	137.553107794932
1231527600	9	137.553107794932
1231531200	9	230.859798291992
1231534800	9	256.5913002907
1231538400	9	297.081073483576
1231542000	9	348.408105192021
1231545600	10	696.352060193953
1231549200	10	696.352060193953
1231552800	10	787.961926143789
1231556400	10	798.811124603303
1231560000	10	779.951147401427
1231563600	10	732.545918028458
1231567200	10	222.122699278435
1231570800	10	222.122699278435
1231574400	10	150.62167465123
1231578000	10	100.863970351414
1231581600	10	75.653463168707
1231585200	10	60.5190037408404
1231588800	10	0
1231592400	10	0
1231596000	10	0
1231599600	10	0
1231603200	10	0
