Unix	jday	Temperature
946684800	1	289.097605108393
946688400	1	289.248487663534
946692000	1	289.490092875356
946695600	1	289.711402414467
946699200	1	289.776004592781
946702800	1	289.785050773518
946706400	1	289.845291631491
946710000	1	289.72643627328
946713600	1	289.532669801032
946717200	1	289.402364800899
946720800	1	289.304792667194
946724400	1	289.21861897457
946728000	1	288.922948354668
946731600	1	288.923146879584
946735200	1	288.906974556189
946738800	1	288.842622310213
946742400	1	288.746344643516
946746000	1	288.669767176565
946749600	1	288.614945147265
946753200	1	288.749868341146
946756800	1	288.936241225186
946760400	1	289.206517912956
946764000	1	289.630344207378
946767600	1	290.025120946615
946771200	2	291.028696017236
946774800	2	291.657764649785
946778400	2	291.683450614071
946782000	2	291.000757716732
946785600	2	290.964954941791
946789200	2	290.598557728184
946792800	2	289.960635388576
946796400	2	289.119866414041
946800000	2	288.55152972569
946803600	2	288.33656915667
946807200	2	288.180554044933
946810800	2	288.025606019856
946814400	2	287.800425851271
946818000	2	287.608515657192
946821600	2	287.477207093276
946825200	2	287.376462230969
946828800	2	287.284832631439
946832400	2	287.165782528895
946836000	2	287.089990455035
946839600	2	287.162774412163
946843200	2	287.072805184647
946846800	2	286.77038255719
946850400	2	286.516051954462
946854000	2	286.247827090121
946857600	3	286.376896152987
946861200	3	286.569443970094
946864800	3	287.550736150944
946868400	3	287.281015359718
946872000	3	287.159974702843
946875600	3	287.018529484167
946879200	3	288.178935486519
946882800	3	287.661496814356
946886400	3	286.280007583663
946890000	3	285.79767048987
946893600	3	285.676947585542
946897200	3	285.461936101706
946900800	3	284.945752490366
946904400	3	284.962304782977
946908000	3	284.715157504828
946911600	3	284.431353348468
946915200	3	284.12986966114
946918800	3	283.874468635764
946922400	3	285.089708162502
946926000	3	285.893746426574
946929600	3	286.217409468921
946933200	3	286.316386262549
946936800	3	287.22156773492
946940400	3	287.828433166451
946944000	4	287.948978700283
946947600	4	288.08840003041
946951200	4	288.278295998636
946954800	4	288.476310763536
946958400	4	289.203895472655
946962000	4	289.508966686958
946965600	4	289.511892448754
946969200	4	289.036670652357
946972800	4	287.104434201354
946976400	4	286.229470407409
946980000	4	285.794048863318
946983600	4	285.403629438508
946987200	4	283.448913672768
946990800	4	284.353383301651
946994400	4	284.100047230212
946998000	4	283.662071497735
947001600	4	283.259414669002
947005200	4	283.048161660939
947008800	4	283.885535773805
947012400	4	285.257527334776
947016000	4	287.697465577834
947019600	4	289.26281980037
947023200	4	289.929257270704
947026800	4	290.610740942458
947030400	5	291.046640426623
947034000	5	290.945222443268
947037600	5	291.006578627705
947041200	5	290.873490998741
947044800	5	290.563396027055
947048400	5	290.106498120262
947052000	5	289.141019975356
947055600	5	288.200496609364
947059200	5	286.456927904416
947062800	5	285.130343923202
947066400	5	284.392374431969
947070000	5	283.472637038524
947073600	5	283.20171158035
947077200	5	282.883051522809
947080800	5	283.671672555468
947084400	5	285.331922305897
947088000	5	285.472483600144
947091600	5	285.310651201254
947095200	5	285.355826875313
947098800	5	285.638692960626
947102400	5	287.337909349944
947106000	5	289.501046815304
947109600	5	289.763001684694
947113200	5	290.26942373059
947116800	6	290.47017503611
947120400	6	290.75902788749
947124000	6	290.704004782747
947127600	6	290.63176451375
947131200	6	290.235275095958
947134800	6	289.654504509172
947138400	6	288.602414383507
947142000	6	287.69613029616
947145600	6	286.874363021574
947149200	6	286.628508408482
947152800	6	286.547720147742
947156400	6	286.472968024743
947160000	6	286.592125844567
947163600	6	286.426311171808
947167200	6	286.279857385213
947170800	6	286.160688964617
947174400	6	286.085593218025
947178000	6	286.01356804485
947181600	6	286.116436940326
947185200	6	286.211593787292
947188800	6	286.756118932199
947192400	6	287.679020628555
947196000	6	288.722577848156
947199600	6	289.390748187021
947203200	7	290.156716868868
947206800	7	289.643858643236
947210400	7	289.659771937675
947214000	7	289.498353546468
947217600	7	289.177022008978
947221200	7	288.693262891717
947224800	7	287.62753870372
947228400	7	286.722552124541
947232000	7	285.485199545575
947235600	7	284.472387425901
947239200	7	284.127211496215
947242800	7	283.938992943663
947246400	7	283.609013065641
947250000	7	284.08163837685
947253600	7	284.083555704472
947257200	7	283.986163156221
947260800	7	283.687052420036
947264400	7	283.428530051235
947268000	7	285.181741725542
947271600	7	286.404914269824
947275200	7	288.325468978947
947278800	7	289.806911135882
947282400	7	291.114556475276
947286000	7	292.099837198587
947289600	8	292.70146551253
947293200	8	293.946194808676
947296800	8	293.921263445074
947300400	8	294.000838280016
947304000	8	293.712353882027
947307600	8	292.718880454113
947311200	8	291.728175543189
947314800	8	290.872291259012
947318400	8	288.539544608048
947322000	8	288.082516152477
947325600	8	287.634914817636
947329200	8	287.060981423523
947332800	8	285.876118323596
947336400	8	285.790643157113
947340000	8	285.495296149432
947343600	8	285.246639715929
947347200	8	285.028602398492
947350800	8	284.810984436174
947354400	8	284.99893086418
947358000	8	286.105692832875
947361600	8	288.036355956082
947365200	8	290.864292165838
947368800	8	291.499721625493
947372400	8	291.873876748536
947376000	9	292.127750189928
947379600	9	292.553822180071
947383200	9	292.587942917124
947386800	9	292.398832676457
947390400	9	291.768764021756
947394000	9	291.122701200804
947397600	9	290.079013793449
947401200	9	289.329589450641
947404800	9	288.474091703216
947408400	9	288.113147711012
947412000	9	287.665148190356
947415600	9	287.068693009669
947419200	9	286.937478390738
947422800	9	286.901775750405
947426400	9	286.606903517161
947430000	9	286.298163290627
947433600	9	285.983729820464
947437200	9	285.561557906843
947440800	9	285.428953235723
947444400	9	286.479597078087
947448000	9	288.372837760864
947451600	9	290.786471372624
947455200	9	293.187220802784
947458800	9	292.884240815984
947462400	10	293.009420325473
947466000	10	292.661265804081
947469600	10	292.452364382357
947473200	10	292.025705705843
947476800	10	291.516756882723
947480400	10	290.87503424231
947484000	10	290.0509124338
