Unix	jday	V-component_of_wind
694224000	1	-0.2202408153401
694227600	1	0.765352244049892
694231200	1	0.889517254655263
694234800	1	1.09265067648724
694238400	1	1.67707252854519
694242000	1	2.28256146410213
694245600	1	1.66621256342255
694249200	1	2.68949365528184
694252800	1	3.47400552174933
694256400	1	3.95669731485426
694260000	1	4.11268850830064
694263600	1	4.04707859734064
694267200	1	2.52216075018149
694270800	1	2.70206401747803
694274400	1	2.59778076426398
694278000	1	2.37929789122671
694281600	1	1.99441702898032
694285200	1	1.63473012020068
694288800	1	-0.615808790063541
694292400	1	0.447991771587957
694296000	1	0.853902190770659
694299600	1	1.09454604199064
694303200	1	0.731847984091947
694306800	1	0.391497372955636
694310400	2	-0.143598617760295
694314000	2	-0.203395885001312
694317600	2	-0.0606397765160646
694321200	2	0.190306736885676
694324800	2	0.803168778496853
694328400	2	1.36755159624489
694332000	2	0.467714017686279
694335600	2	1.1037951873022
694339200	2	1.29461394967875
694342800	2	1.51376626626573
694346400	2	1.67308883247907
694350000	2	1.76822643607932
694353600	2	1.12541224017211
694357200	2	0.841749447165918
694360800	2	0.397776804526293
694364400	2	-0.0122771899127282
694368000	2	-0.240502295913676
694371600	2	-0.488290149530609
694375200	2	-0.0439256265603203
694378800	2	-0.245990837722915
694382400	2	-0.512539640604128
694386000	2	-0.742431234923776
694389600	2	-1.2617635168563
694393200	2	-1.79149904432355
694396800	3	-4.41705176523101
694400400	3	-4.45767342019259
694404000	3	-4.83735073989702
694407600	3	-4.97222705564251
694411200	3	-4.55818149707673
694414800	3	-4.19064423984568
694418400	3	-2.60139361675864
694422000	3	-2.21291408713642
694425600	3	-1.63612460396964
694429200	3	-1.28312709725923
694432800	3	-1.2668418422003
694436400	3	-1.23572264619125
694440000	3	-0.354475050565485
694443600	3	-0.572813436312228
694447200	3	-0.533980038459532
694450800	3	-0.24275312400214
694454400	3	0.125263004436088
694458000	3	0.440276583095849
694461600	3	-0.140445294192656
694465200	3	0.0280867940691819
694468800	3	-0.139189571350555
694472400	3	-0.765800696749439
694476000	3	-1.46521294619566
694479600	3	-1.95903130413603
694483200	4	-2.89685638968049
694486800	4	-2.77101603871142
694490400	4	-2.65070435470793
694494000	4	-2.24044494370825
694497600	4	-1.71303700674559
694501200	4	-1.17944788142592
694504800	4	-0.213962329148054
694508400	4	-0.0304530747952499
694512000	4	0.0360376686016516
694515600	4	0.199577005876893
694519200	4	0.181594810599225
694522800	4	0.0360590960640383
694526400	4	1.0697179060699
694530000	4	0.770222055073488
694533600	4	0.50169948063645
694537200	4	0.370436311017556
694540800	4	0.21469486260989
694544400	4	0.00280516761666383
694548000	4	-1.06690802747194
694551600	4	-1.2698387075098
694555200	4	-1.51214684598069
694558800	4	-1.45414978857536
694562400	4	-1.5327574565822
694566000	4	-1.77916771678393
694569600	5	-2.57574363020441
694573200	5	-3.41917571514418
694576800	5	-3.9775544625667
694580400	5	-3.79967989740559
694584000	5	-3.39678149045747
694587600	5	-3.11114777798598
694591200	5	-3.26340929381841
694594800	5	-2.78997918604153
694598400	5	-2.80392647979638
694602000	5	-3.02279604312037
694605600	5	-3.13467171177191
694609200	5	-3.21687457941448
694612800	5	-3.76863390880963
694616400	5	-3.51946595177742
694620000	5	-3.26458265319703
694623600	5	-3.26509813651585
694627200	5	-3.34894576782628
694630800	5	-3.38154136846259
694634400	5	-2.14276303913467
694638000	5	-2.9604942157571
694641600	5	-4.17150637732737
694645200	5	-5.31179029544718
694648800	5	-6.33070417194034
694652400	5	-7.1559614079644
694656000	6	-9.76851658053989
694659600	6	-10.5980070345012
694663200	6	-10.5363321095874
694666800	6	-10.388873292667
694670400	6	-10.0758337521502
694674000	6	-9.36569221475434
694677600	6	-10.0753127229984
694681200	6	-9.63807909434473
694684800	6	-9.37154687468192
694688400	6	-8.64790990224952
694692000	6	-8.98524913894209
694695600	6	-8.3514514280796
694699200	6	-8.37019883636257
694702800	6	-7.64894597233317
694706400	6	-6.74328532131608
694710000	6	-6.30014577147482
694713600	6	-5.61041736567728
694717200	6	-4.86381968851608
694720800	6	-7.9731846775825
694724400	6	-5.51716173871478
694728000	6	-4.64138987291093
694731600	6	-4.11475309054918
694735200	6	-3.93674874867969
694738800	6	-3.75536528982948
694742400	7	-2.51351762782229
694746000	7	-2.61727517620712
694749600	7	-2.77361767869161
