Unix	jday	Pressure
1167609600	1	101190.751017596
1167613200	1	101189.703511959
1167616800	1	101171.441445013
1167620400	1	101151.441445013
1167624000	1	101141.441445013
1167627600	1	101132.48895065
1167631200	1	101150.670232669
1167634800	1	101170.751017596
1167638400	1	101173.455671359
1167642000	1	101204.226883703
1167645600	1	101234.226883703
1167649200	1	101254.226883703
1167652800	1	101332.684459015
1167656400	1	101311.441445013
1167660000	1	101312.408165722
1167663600	1	101331.717738306
1167667200	1	101352.48895065
1167670800	1	101392.48895065
1167674400	1	101422.408165722
1167678000	1	101462.408165722
1167681600	1	101510.670232669
1167685200	1	101531.717738306
1167688800	1	101540.751017596
1167692400	1	101541.441445013
1167696000	2	101610.670232669
1167699600	2	101650.393939376
1167703200	2	101660.474724303
1167706800	2	101652.212657357
1167710400	2	101662.293442285
1167714000	2	101672.293442285
1167717600	2	101732.212657357
1167721200	2	101761.52222994
1167724800	2	101780.474724303
1167728400	2	101830.474724303
1167732000	2	101850.474724303
1167735600	2	101860.474724303
1167739200	2	101880.393939376
1167742800	2	101889.508003594
1167746400	2	101891.245936648
1167750000	2	101919.508003594
1167753600	2	101931.16515172
1167757200	2	101949.508003594
1167760800	2	101978.656006322
1167764400	2	102005.95135256
1167768000	2	102005.95135256
1167771600	2	101987.41299232
1167775200	2	101977.136699027
1167778800	2	101967.907911371
1167782400	3	101976.860405734
1167786000	3	101956.941190662
1167789600	3	101928.598338788
1167793200	3	101908.598338788
1167796800	3	101888.679123715
1167800400	3	101888.955417008
1167804000	3	101887.136699027
1167807600	3	101898.103419736
1167811200	3	101928.379713029
1167814800	3	101958.379713029
1167818400	3	101947.689285613
1167822000	3	101937.689285613
1167825600	3	101968.656006322
1167829200	3	101979.427218666
1167832800	3	101996.918073269
1167836400	3	102016.066075997
1167840000	3	101986.066075997
1167843600	3	101965.01857036
1167847200	3	101945.708997776
1167850800	3	101964.051849651
1167854400	3	101984.742277067
1167858000	3	101985.513489411
1167861600	3	101926.203916827
1167865200	3	101876.008408462
1167868800	4	101826.698835879
1167872400	4	101778.436768932
1167876000	4	101757.470048223
1167879600	4	101736.698835879
1167883200	4	101716.618050951
1167886800	4	101695.927623534
1167890400	4	101685.846838607
1167894000	4	101685.351919555
1167897600	4	101667.089852609
1167901200	4	101687.861064953
1167904800	4	101706.894344244
1167908400	4	101708.632277297
1167912000	4	101687.665556588
1167915600	4	101698.632277297
1167919200	4	101698.632277297
1167922800	4	101677.170637537
1167926400	4	101636.399425193
1167930000	4	101597.285360974
1167933600	4	101556.594933558
1167937200	4	101525.547427921
1167940800	4	101455.628212848
1167944400	4	101378.056573318
1167948000	4	101306.318640265
1167951600	4	101237.009067681
1167955200	5	101119.518213079
1167958800	5	101069.437428151
1167962400	5	100990.484933788
1167966000	5	100910.484933788
1167969600	5	100830.761227081
1167973200	5	100780.956735446
1167976800	5	100722.004241083
1167980400	5	100751.59010696
1167984000	5	100771.670891887
1167987600	5	100821.59010696
1167991200	5	100869.932958834
1167994800	5	100889.932958834
1167998400	5	100870.209252127
1168002000	5	100937.423813437
1168005600	5	100887.228305071
1168009200	5	100826.871226851
1168012800	5	100756.871226851
1168016400	5	100715.052508869
1168020000	5	100575.466642993
1168023600	5	100557.480869339
1168027200	5	100527.561654267
1168030800	5	100509.29958732
1168034400	5	100470.070799665
1168038000	5	100419.380372248
1168041600	6	100232.085026011
1168045200	6	100243.132531648
1168048800	6	100212.085026011
1168052400	6	100133.132531648
1168056000	6	100114.180037285
1168059600	6	100135.227542922
1168063200	6	100194.951249629
1168066800	6	100325.607738536
1168070400	6	100492.903084773
1168074000	6	100643.869805482
1168077600	6	100741.441445013
1168081200	6	100811.360660085
1168084800	6	100819.703511959
1168088400	6	100869.899020324
1168092000	6	100939.208592908
1168095600	6	101018.437380564
1168099200	6	101086.699447511
1168102800	6	101145.732726801
1168106400	6	101206.423154218
1168110000	6	101266.423154218
1168113600	6	101297.113581634
1168117200	6	101337.608500685
1168120800	6	101346.641779976
1168124400	6	101327.332207392
1168128000	7	101235.513489411
1168131600	7	101184.270475409
1168135200	7	101124.189690481
1168138800	7	101064.880117897
1168142400	7	101033.142184844
1168146000	7	101003.142184844
1168149600	7	101024.880117897
1168153200	7	101003.83261226
1168156800	7	100973.83261226
1168160400	7	100944.79933297
1168164000	7	100885.846838607
1168167600	7	100835.766053679
1168171200	7	100735.766053679
1168174800	7	100656.732774388
1168178400	7	100615.271134628
1168182000	7	100576.237855337
1168185600	7	100524.499922284
1168189200	7	100465.466642993
1168192800	7	100397.285360974
1168196400	7	100406.51414863
1168200000	7	100366.51414863
1168203600	7	100295.742936286
1168207200	7	100225.662151358
1168210800	7	100147.319299484
1168214400	8	100126.076285481
1168218000	8	100046.467302212
1168221600	8	99986.4673022117
1168225200	8	99967.5148078488
1168228800	8	99946.8243804324
1168232400	8	99939.6098191229
1168236000	8	99909.1956849995
1168239600	8	99979.2764699273
1168243200	8	100060.323975564
1168246800	8	100169.357254855
1168250400	8	100227.700106729
1168254000	8	100260.128467199
1168257600	8	100139.16174649
1168261200	8	100138.966238125
1168264800	8	100150.013743762
1168268400	8	100200.784956106
1168272000	8	100230.784956106
1168275600	8	100280.865741034
1168279200	8	100210.784956106
1168282800	8	100302.937023283
1168286400	8	100321.55616845
1168290000	8	100360.508662813
1168293600	8	100371.279875157
1168297200	8	100381.279875157
1168300800	9	100393.098593138
1168304400	9	100352.051087501
1168308000	9	100303.098593138
1168311600	9	100301.55616845
1168315200	9	100349.047023053
1168318800	9	100359.12780798
1168322400	9	100399.047023053
1168326000	9	100428.080302343
1168329600	9	100437.999517415
1168333200	9	100487.999517415
1168336800	9	100517.032796706
