Unix	jday	Precipitation_rate
631152000	1	1.06433032606188e-06
631155600	1	7.61347837867983e-08
631159200	1	7.61347837867983e-08
631162800	1	7.61347837867983e-08
631166400	1	7.61347837867983e-08
631170000	1	7.61347837867983e-08
631173600	1	4.79558025192244e-06
631177200	1	9.69386354078336e-06
631180800	1	1.16820597177414e-05
631184400	1	8.93801868690397e-06
631188000	1	6.95080937412544e-06
631191600	1	5.03973486886484e-06
631195200	1	0
631198800	1	0
631202400	1	0
631206000	1	0
631209600	1	0
631213200	1	0
631216800	1	0
631220400	1	0
631224000	1	0
631227600	1	0
631231200	1	0
631234800	1	0
631238400	2	0
631242000	2	0
631245600	2	0
631249200	2	0
631252800	2	0
631256400	2	2.55818112634823e-08
631260000	2	0
631263600	2	0
631267200	2	0
631270800	2	0
631274400	2	0
631278000	2	0
631281600	2	0
631285200	2	0
631288800	2	0
631292400	2	0
631296000	2	0
631299600	2	0
631303200	2	0
631306800	2	0
631310400	2	0
631314000	2	0
631317600	2	0
631321200	2	0
631324800	3	0
631328400	3	0
631332000	3	0
631335600	3	0
631339200	3	0
631342800	3	0
631346400	3	0
631350000	3	0
631353600	3	0
631357200	3	0
631360800	3	0
631364400	3	0
631368000	3	0
631371600	3	0
631375200	3	0
631378800	3	0
631382400	3	0
631386000	3	0
631389600	3	0
631393200	3	0
631396800	3	0
631400400	3	0
631404000	3	0
631407600	3	0
631411200	4	0
631414800	4	0
631418400	4	0
631422000	4	0
631425600	4	0
631429200	4	0
631432800	4	0
631436400	4	0
631440000	4	0
631443600	4	0
631447200	4	0
631450800	4	0
631454400	4	0
631458000	4	0
631461600	4	0
631465200	4	0
631468800	4	0
631472400	4	0
631476000	4	0
631479600	4	0
631483200	4	0
631486800	4	0
631490400	4	0
631494000	4	0
631497600	5	0
631501200	5	0
631504800	5	0
631508400	5	0
631512000	5	0
631515600	5	0
631519200	5	0
631522800	5	0
631526400	5	0
631530000	5	9.86450431581248e-10
631533600	5	5.91870281378035e-09
631537200	5	9.29044414601188e-08
631540800	5	6.19913414770065e-05
631544400	5	2.14697592573555e-05
631548000	5	1.03408636851474e-05
631551600	5	7.33042179886895e-06
631555200	5	5.30483977221191e-06
631558800	5	4.27531228460723e-06
631562400	5	0
631566000	5	0
631569600	5	0
631573200	5	0
631576800	5	0
631580400	5	0
631584000	6	0
631587600	6	0
631591200	6	0
631594800	6	0
631598400	6	0
631602000	6	0
631605600	6	0
631609200	6	0
631612800	6	0
631616400	6	0
631620000	6	0
631623600	6	9.86450431581248e-10
631627200	6	1.22835141332101e-05
631630800	6	1.47826412114844e-05
631634400	6	1.89477021047562e-05
631638000	6	2.00464579250068e-05
631641600	6	2.08686068240474e-05
631645200	6	2.07015735314988e-05
631648800	6	1.25254680172263e-05
631652400	6	9.7151237640283e-06
631656000	6	7.77945427728589e-06
631659600	6	5.93369695524246e-06
631663200	6	5.85657572979175e-06
631666800	6	4.93369665714542e-06
631670400	7	0
631674000	7	0
631677600	7	0
631681200	7	0
631684800	7	0
631688400	7	0
631692000	7	0
631695600	7	0
631699200	7	0
631702800	7	0
631706400	7	0
631710000	7	0
631713600	7	0
631717200	7	0
631720800	7	0
631724400	7	0
631728000	7	0
631731600	7	0
631735200	7	0
631738800	7	0
631742400	7	0
631746000	7	0
631749600	7	0
631753200	7	0
631756800	8	0
631760400	8	0
631764000	8	0
631767600	8	0
631771200	8	0
631774800	8	0
631778400	8	0
631782000	8	0
631785600	8	0
631789200	8	0
631792800	8	0
631796400	8	0
631800000	8	0
631803600	8	0
631807200	8	0
631810800	8	0
631814400	8	9.86450431581248e-10
631818000	8	8.10670358325581e-08
631821600	8	4.7266110028051e-06
631825200	8	3.46241433047852e-05
631828800	8	5.22617439665183e-05
631832400	8	5.06860729566735e-05
631836000	8	4.38589932255357e-05
631839600	8	3.79105308628199e-05
631843200	9	6.56618964492175e-06
631846800	9	5.56816265054482e-06
631850400	9	3.73420937207693e-06
631854000	9	1.83691242272046e-06
631857600	9	1.91403365682669e-06
631861200	9	1.91502010714612e-06
631864800	9	1.18044552001599e-08
631868400	9	1.18044552001599e-08
631872000	9	0
631875600	9	0
631879200	9	0
631882800	9	0
631886400	9	0
631890000	9	0
631893600	9	0
631897200	9	0
631900800	9	0
631904400	9	0
631908000	9	0
631911600	9	9.86450431581248e-10
631915200	9	2.95935140689017e-09
631918800	9	1.70979175906972e-07
631922400	9	9.38579418007385e-08
631926000	9	9.2871491032718e-08
631929600	10	0
631933200	10	0
631936800	10	0
631940400	10	0
631944000	10	0
631947600	10	0
631951200	10	0
631954800	10	0
631958400	10	0
631962000	10	0
631965600	10	0
631969200	10	0
631972800	10	0
631976400	10	0
631980000	10	0
631983600	10	0
631987200	10	0
631990800	10	0
631994400	10	0
631998000	10	0
632001600	10	0
632005200	10	0
632008800	10	0
632012400	10	0
632016000	11	0
632019600	11	0
632023200	11	0
632026800	11	0
632030400	11	0
632034000	11	0
632037600	11	0
632041200	11	0
632044800	11	0
632048400	11	0
632052000	11	0
632055600	11	0
632059200	11	0
632062800	11	0
632066400	11	0
632070000	11	0
632073600	11	0
632077200	11	0
632080800	11	0
632084400	11	0
632088000	11	0
632091600	11	0
632095200	11	0
632098800	11	0
632102400	12	0
632106000	12	0
632109600	12	0
632113200	12	0
632116800	12	0
632120400	12	0
632124000	12	0
632127600	12	0
632131200	12	0
632134800	12	7.71212342183795e-08
632138400	12	7.61347837867983e-08
632142000	12	7.61347837867983e-08
632145600	12	0
632149200	12	0
632152800	12	0
632156400	12	0
632160000	12	0
632163600	12	0
632167200	12	0
632170800	12	9.86450431581248e-10
632174400	12	9.86450431581248e-10
632178000	12	9.86450431581248e-10
632181600	12	9.86450431581248e-10
632185200	12	9.86450431581248e-10
632188800	13	0
632192400	13	0
632196000	13	0
632199600	13	0
632203200	13	0
632206800	13	0
632210400	13	0
632214000	13	0
632217600	13	9.86450431581248e-10
632221200	13	8.99121398501207e-08
632224800	13	8.99121398501207e-08
632228400	13	8.99121398501207e-08
632232000	13	0
632235600	13	0
632239200	13	0
632242800	13	0
632246400	13	0
632250000	13	0
632253600	13	0
632257200	13	0
632260800	13	9.22878763256863e-07
632264400	13	9.46487674999194e-07
632268000	13	9.34683218457023e-07
632271600	13	9.34683218457023e-07
632275200	14	0
632278800	14	0
632282400	14	0
632286000	14	0
632289600	14	0
632293200	14	0
632296800	14	5.7841828736169e-07
632300400	14	6.59081539725418e-07
632304000	14	8.75236173034781e-06
632307600	14	1.13962832837691e-05
632311200	14	1.33595075032206e-05
632314800	14	1.53611043368776e-05
632318400	14	1.39121000068522e-06
632322000	14	2.10540246520272e-07
632325600	14	9.93678936470391e-08
632329200	14	7.3786085291872e-08
632332800	14	5.01771722075298e-08
632336400	14	3.73862678056534e-08
632340000	14	0
632343600	14	0
632347200	14	0
632350800	14	0
632354400	14	0
632358000	14	0
632361600	15	0
632365200	15	0
632368800	15	0
632372400	15	0
632376000	15	0
632379600	15	0
632383200	15	0
632386800	15	0
632390400	15	0
632394000	15	0
632397600	15	0
632401200	15	0
632404800	15	0
632408400	15	0
632412000	15	0
632415600	15	0
632419200	15	0
632422800	15	0
632426400	15	0
632430000	15	0
632433600	15	0
632437200	15	0
632440800	15	0
632444400	15	0
632448000	16	0
632451600	16	0
632455200	16	0
632458800	16	0
632462400	16	0
632466000	16	0
632469600	16	0
632473200	16	0
632476800	16	0
632480400	16	0
632484000	16	0
632487600	16	0
632491200	16	9.22878763256863e-07
632494800	16	4.76526943347554e-05
632498400	16	0.000145248031319102
632502000	16	0.000189400210619256
632505600	16	0.000170856475174792
632509200	16	0.000147169054200941
632512800	16	6.16800576371791e-05
632516400	16	7.66204225645088e-05
632520000	16	6.87046472936298e-05
632523600	16	4.76346332119127e-05
632527200	16	4.32000699218823e-05
632530800	16	4.20641611282658e-05
632534400	17	3.94580172632499e-09
632538000	17	0
632541600	17	0
632545200	17	0
632548800	17	0
632552400	17	0
632556000	17	0
632559600	17	0
632563200	17	0
632566800	17	0
632570400	17	0
632574000	17	0
632577600	17	0
632581200	17	0
632584800	17	0
632588400	17	9.86450431581248e-10
632592000	17	7.77131027462237e-07
632595600	17	3.13213302024927e-06
632599200	17	7.08822501424299e-06
632602800	17	5.43115690423576e-06
632606400	17	2.73627744325129e-06
632610000	17	1.85777265987982e-06
632613600	17	1.42195638521192e-06
632617200	17	1.15711925034803e-06
632620800	18	0
632624400	18	0
632628000	18	0
632631600	18	0
632635200	18	0
632638800	18	0
632642400	18	0
632646000	18	0
632649600	18	0
632653200	18	0
632656800	18	0
632660400	18	0
632664000	18	0
