Unix	jday	U-component_of_wind
631152000	1	-0.70054265524559
631155600	1	-2.15139924047038
631159200	1	-3.13845140799525
631162800	1	-4.11641541771541
631166400	1	-4.67654936592851
631170000	1	-5.0602815911291
631173600	1	-4.50274368811083
631177200	1	-4.77345501389627
631180800	1	-4.49167712260568
631184400	1	-4.32746652848228
631188000	1	-4.34766078321841
631191600	1	-4.21831774533594
631195200	1	-3.97272325059135
631198800	1	-3.44143434110377
631202400	1	-2.81410974593069
631206000	1	-2.3400159784244
631209600	1	-1.77392726753659
631213200	1	-1.09649327440383
631216800	1	-1.40715174306198
631220400	1	1.21097859880497
631224000	1	2.64479455803135
631227600	1	3.23689405801426
631231200	1	2.99747190948738
631234800	1	3.25179402105281
631238400	2	0.871280144427395
631242000	2	3.08553302890361
631245600	2	4.13878830479759
631249200	2	5.01059980392863
631252800	2	5.71435742523882
631256400	2	6.21882021362697
631260000	2	4.36669075063258
631263600	2	3.92160356893885
631267200	2	3.09297703974443
631270800	2	3.22345317664735
631274400	2	3.81309602913085
631278000	2	4.4436506464064
631281600	2	3.03386014598953
631285200	2	4.35362034712489
631288800	2	3.63953914472874
631292400	2	2.86521689342311
631296000	2	2.71301908703456
631299600	2	2.81647124277312
631303200	2	3.69811955781928
631306800	2	3.96744205794353
631310400	2	3.79232484343175
631314000	2	3.12564991431626
631317600	2	1.60062502123224
631321200	2	0.0734867507467727
631324800	3	-4.20657018127615
631328400	3	-5.02328902071529
631332000	3	-6.44076254637628
631335600	3	-7.43084558967907
631339200	3	-7.66469171319411
631342800	3	-7.57236510949384
631346400	3	-5.84120629462989
631350000	3	-5.82691091508363
631353600	3	-4.60333821018059
631357200	3	-2.59088103403473
631360800	3	-0.503842441396057
631364400	3	1.32771289697012
631368000	3	-0.491052371302948
631371600	3	2.36303572828988
631375200	3	3.79220348227023
631378800	3	4.10675333981558
631382400	3	3.70973720767707
631386000	3	3.58808358525621
631389600	3	3.26213717912934
631393200	3	2.80101812721887
631396800	3	2.66135537203822
631400400	3	2.48040186165169
631404000	3	2.32807812143163
631407600	3	2.21297624040923
631411200	4	1.92359507401464
631414800	4	2.5353427218222
631418400	4	2.17386493689505
631422000	4	2.56391759023394
631425600	4	2.43165133149896
631429200	4	2.63690821316066
631432800	4	3.41653533443342
631436400	4	5.02061020765504
631440000	4	7.04391525009041
631443600	4	6.24218873955342
631447200	4	4.28387822256623
631450800	4	3.40577446333936
631454400	4	1.51099547826774
631458000	4	2.27398350549149
631461600	4	2.39314437836812
631465200	4	3.35775103555327
631468800	4	3.82162580258599
631472400	4	4.07446162870738
631476000	4	4.85300091987495
631479600	4	4.65218695391709
631483200	4	4.4527569853953
631486800	4	3.76102409050965
631490400	4	3.24378740505048
631494000	4	2.65706338401188
631497600	5	2.76455346669116
631501200	5	2.13162654402498
631504800	5	1.90317616243149
631508400	5	1.81386803444204
631512000	5	1.64053590501619
631515600	5	1.65842478824459
631519200	5	3.23896725627455
631522800	5	3.18146915953958
631526400	5	3.8416127405662
631530000	5	4.84091951192209
631533600	5	4.69317652614193
631537200	5	4.33066372612636
631540800	5	2.9118661231007
631544400	5	5.1038135638282
631548000	5	5.19434288345393
631551600	5	4.82972527873777
631555200	5	4.83952760050266
631558800	5	4.62491295095947
631562400	5	4.76239083547808
631566000	5	4.64319627739524
631569600	5	4.25738410661913
631573200	5	3.79515679303109
631576800	5	3.16795260108116
631580400	5	2.59541046578908
631584000	6	2.7018412461871
631587600	6	1.60270598136332
631591200	6	0.0713392172460941
631594800	6	-1.3645339239267
631598400	6	-2.61407202492148
631602000	6	-3.33548379089699
631605600	6	-0.585985781857412
631609200	6	-1.03207143632181
631612800	6	-0.114075914222043
631616400	6	0.904756682076183
631620000	6	1.73759499671621
631623600	6	2.50060232093602
631627200	6	5.8174834721166
631630800	6	4.72771958957923
631634400	6	4.21411883714277
631638000	6	3.55849491041531
631641600	6	2.70623239024758
631645200	6	1.85575139000982
631648800	6	1.29276755979101
631652400	6	0.138711253469468
631656000	6	-0.512700274554676
631659600	6	-0.897683684720949
631663200	6	-1.47876932598227
631666800	6	-2.16351337448374
631670400	7	-1.9228470096061
631674000	7	-4.15511857849709
631677600	7	-5.78011837910517
631681200	7	-7.2442171967003
631684800	7	-7.79487447103003
631688400	7	-8.04774927724464
631692000	7	-5.71633073962909
631695600	7	-5.80568700197995
631699200	7	-5.0115673531028
631702800	7	-4.04762729866097
631706400	7	-2.60401269423578
631710000	7	-1.39721717151383
631713600	7	-2.2763642763469
631717200	7	0.438297028450744
631720800	7	1.98080883415959
631724400	7	3.04975790825402
631728000	7	3.4822162629431
631731600	7	3.88813543738844
631735200	7	4.71162578676105
631738800	7	3.66196457054604
631742400	7	3.0907948228436
631746000	7	2.75174140831229
631749600	7	2.1075804278652
631753200	7	1.36762793328475
631756800	8	0.671535330345429
631760400	8	-0.720084305056467
631764000	8	-1.28567920603041
631767600	8	-1.35193100473951
631771200	8	-1.15614539522542
631774800	8	-0.878852315188831
631778400	8	-0.866682851856601
631782000	8	-0.0957046510986872
631785600	8	1.08630997820639
631789200	8	2.67247991965961
631792800	8	3.91821320487116
631796400	8	4.75896902368379
631800000	8	6.46611839729846
631803600	8	5.32115945422187
631807200	8	4.88267127795552
631810800	8	4.59781492895197
631814400	8	4.58274422284097
631818000	8	4.53056027675051
631821600	8	4.53956800843028
631825200	8	3.73268737183156
631828800	8	2.41806072642405
631832400	8	1.44181529290484
631836000	8	1.1684921236449
631839600	8	0.937141655605619
631843200	9	1.63095074773904
631846800	9	1.83605392392438
631850400	9	1.72003771743977
631854000	9	1.14901519977911
631857600	9	0.603120155874702
631861200	9	0.248212789550554
631864800	9	-0.299751346804984
631868400	9	-0.605341273356123
631872000	9	-0.33361479161428
631875600	9	-0.247347130335628
631879200	9	0.0528597863883232
631882800	9	0.413143471436904
631886400	9	1.32296304465527
631890000	9	1.81349538336458
631893600	9	2.61124543284806
631897200	9	3.11851125241157
631900800	9	3.6140632635019
631904400	9	4.09501042499871
631908000	9	5.07085524120823
631911600	9	5.47650979209484
631915200	9	4.84748355136993
631918800	9	3.9095301434316
631922400	9	3.30641447545233
631926000	9	2.51457677959523
631929600	10	1.01565840474759
631933200	10	1.07797581255395
631936800	10	0.322351332938308
631940400	10	-0.593690884256275
631944000	10	-1.6791911277707
631947600	10	-2.68256232780239
631951200	10	-3.52731680651855
631954800	10	-3.70791576962537
631958400	10	-3.33532520692587
631962000	10	-3.45548723207762
631965600	10	-3.0854721255413
631969200	10	-2.62512930996673
631972800	10	-2.2537484219633
631976400	10	-1.64106990275772
631980000	10	-0.758868770693165
631983600	10	0.468396640516391
631987200	10	2.28343230051842
631990800	10	3.82117368150036
631994400	10	2.3754270514066
631998000	10	4.21416713347993
632001600	10	5.09298162806883
632005200	10	4.58675644159458
632008800	10	3.16169641213873
632012400	10	2.35027907506483
632016000	11	1.01942817239232
632019600	11	1.06461335932182
632023200	11	1.53416929986627
632026800	11	2.01990393603227
632030400	11	0.98371401109
632034000	11	-1.153034146653
632037600	11	-4.46275275134331
632041200	11	-4.19002519374912
632044800	11	-2.60090400494528
632048400	11	-1.03286118256094
632052000	11	-0.143346803490395
632055600	11	0.501515295233195
632059200	11	0.40419106503473
632062800	11	0.607415579337459
632066400	11	0.89425011787611
632070000	11	0.980833692261198
632073600	11	0.86927857981232
632077200	11	0.630521356633282
632080800	11	1.03498653739585
632084400	11	0.584346613464472
632088000	11	-0.302891067156301
632091600	11	-0.763490838059815
632095200	11	-1.02161630058202
632098800	11	-1.28016859447162
632102400	12	0.967905270500638
632106000	12	0.280851610739346
632109600	12	-0.275191558150703
632113200	12	-0.518019458873264
632116800	12	-1.10131629110687
632120400	12	-1.5483098966327
632124000	12	-1.14799166839797
632127600	12	-0.571482927880652
632131200	12	0.881600830455133
632134800	12	3.09587084546012
632138400	12	4.07617984023346
632142000	12	4.75734734791413
632145600	12	3.35210688000889
632149200	12	4.73581655808727
632152800	12	5.11069074938943
632156400	12	5.39234255174083
632160000	12	5.48644720473229
632163600	12	5.51981243623478
632167200	12	3.39804299066315
632170800	12	5.07184854606028
632174400	12	4.99622550250153
632178000	12	5.08723516261322
632181600	12	6.54571047836568
632185200	12	7.64783600026953
632188800	13	8.53760749481814
632192400	13	4.93788767353299
632196000	13	0.738984618189904
632199600	13	-2.25141862006571
632203200	13	-3.76611962431728
632206800	13	-4.98772688994555
632210400	13	-5.29181644610824
632214000	13	-5.76490511858582
632217600	13	-5.62843393961896
632221200	13	-5.24001259554508
632224800	13	-4.577662691293
632228400	13	-3.87907967832234
632232000	13	-3.48347836886091
632235600	13	-2.7511757208757
632239200	13	-2.35295230687266
632242800	13	-1.72463553129658
632246400	13	-1.42059469639827
632250000	13	-1.03969615350688
632253600	13	-1.36298791249788
632257200	13	-0.923035085129219
632260800	13	-1.14198906316433
632264400	13	-1.38882790414332
632268000	13	-0.993337455513495
632271600	13	-0.470651739849138
632275200	14	0.284483817376317
632278800	14	1.40027204503205
632282400	14	3.0854802350634
632286000	14	4.89872378760893
632289600	14	5.68712573083885
632293200	14	5.89552240509199
632296800	14	5.03213088471179
632300400	14	4.6872511849928
632304000	14	3.90898632557768
632307600	14	3.33180323933755
632311200	14	3.26810699596097
632314800	14	2.93897770741405
632318400	14	3.91650620927436
632322000	14	2.61193725089682
632325600	14	2.54688812718131
632329200	14	2.69540714322068
632332800	14	3.20947334668565
632336400	14	3.50352372312943
632340000	14	2.91930603427386
632343600	14	4.65498287609587
632347200	14	4.39729568798278
632350800	14	3.79876964925519
632354400	14	4.23639991989286
632358000	14	4.8225457171592
632361600	15	7.17190749363616
632365200	15	5.97765424539172
632368800	15	5.99007520765785
632372400	15	6.22808689187047
632376000	15	6.01740213157637
632379600	15	5.72015609720846
632383200	15	6.57642776134166
632386800	15	5.38170378041083
632390400	15	3.79614654773274
632394000	15	3.06743853332634
632397600	15	2.59044607231196
632401200	15	2.11638901549869
632404800	15	0.765257019122084
632408400	15	1.77178026353575
632412000	15	1.82260867179848
632415600	15	1.99466107332139
632419200	15	2.03138191700248
632422800	15	2.05974363692291
632426400	15	0.417427858507515
632430000	15	2.83512254675009
632433600	15	3.99426429963654
632437200	15	2.93965572470796
632440800	15	1.95998664892143
632444400	15	1.10471835155531
632448000	16	-1.25851408546658
632451600	16	-2.56189872918517
632455200	16	-3.55271179476575
632458800	16	-4.20563118043063
632462400	16	-4.41534836822811
632466000	16	-4.7176304608897
632469600	16	-4.99366070667735
632473200	16	-4.30665077346527
632476800	16	-2.49947260680762
632480400	16	-0.425439971424295
632484000	16	1.57483063731959
632487600	16	3.26556703025621
632491200	16	1.31061823315308
632494800	16	1.97953156149279
632498400	16	0.605176295434863
632502000	16	-1.62875795779627
632505600	16	-4.64230688592816
632509200	16	-6.4675737683153
632512800	16	-9.05919263807341
632516400	16	-8.21981173405882
632520000	16	-6.45321290581925
632523600	16	-2.64044118882401
632527200	16	-0.114421068854708
632530800	16	3.13241693645619
632534400	17	5.16341387039185
632538000	17	7.74857559146204
632541600	17	8.28074984447841
632545200	17	8.5489542346821
632548800	17	8.60364725192795
632552400	17	8.37184058784944
632556000	17	7.69354200565176
632559600	17	6.47684449692647
632563200	17	4.16760275692352
632566800	17	3.1125313948888
632570400	17	3.4201944627308
632574000	17	3.6815253664217
632577600	17	4.01857743275067
632581200	17	3.8741283225317
632584800	17	3.56415915730918
632588400	17	3.23793812692255
632592000	17	2.77204285183196
632595600	17	2.41412464379151
632599200	17	3.3262799888899
632602800	17	2.65672685173042
632606400	17	2.39406857287818
632610000	17	2.01204798261805
632613600	17	0.68946371271799
632617200	17	-0.791167378497971
632620800	18	-4.05912676035511
632624400	18	-4.26081344096233
632628000	18	-4.18701230441937
632631600	18	-4.51409661440747
632635200	18	-5.46363091468588
632638800	18	-6.46378971853528
632642400	18	-6.81392932363665
632646000	18	-7.58642707280514
632649600	18	-7.20891891707939
632653200	18	-6.34198194783678
632656800	18	-5.63923550019153
632660400	18	-4.89312393048595
632664000	18	-4.58989656818225
632667600	18	-3.79511775874065
632671200	18	-3.12666440139738
632674800	18	-2.46753849582617
632678400	18	-2.04306154299065
632682000	18	-1.61941325848369
632685600	18	-0.297950844238499
632689200	18	-0.399553570453191
632692800	18	-0.250780573712036
632696400	18	-0.00864188244566613
632700000	18	-0.441703640198329
632703600	18	-1.01769434514134
632707200	19	-2.56862025412501
632710800	19	-3.75369051347797
632714400	19	-4.47791347662124
632718000	19	-4.73626951987275
632721600	19	-4.51223851275339
632725200	19	-4.26048317717076
632728800	19	-4.74368000080491
632732400	19	-3.65802777972398
632736000	19	-1.74564906879424
632739600	19	0.517163842237295
632743200	19	2.61668051933768
632746800	19	4.2447092960056
632750400	19	4.1266277736264
632754000	19	5.27683988850825
632757600	19	4.92405362680957
632761200	19	4.45610354984479
632764800	19	4.22636764655895
632768400	19	4.04910483774868
632772000	19	3.97949950279494
632775600	19	3.54444507487764
632779200	19	2.87268882302888
632782800	19	1.56550675164066
632786400	19	-0.216561061395962
632790000	19	-1.55265089151644
632793600	20	-3.72404546058819
632797200	20	-4.36310261576391
632800800	20	-5.29909343952839
632804400	20	-6.33515499731605
632808000	20	-6.93307094801352
632811600	20	-7.17561735005502
632815200	20	-7.71062747188205
632818800	20	-6.91410086671015
632822400	20	-6.075143166951
632826000	20	-5.4584080646589
632829600	20	-4.30022413631115
632833200	20	-3.09813312992984
632836800	20	-2.2414521852125
632840400	20	-0.308788552265473
632844000	20	0.934574277484414
632847600	20	1.88747842484149
632851200	20	2.55925440332432
632854800	20	3.20783102077773
632858400	20	2.90691446792756
632862000	20	3.64361343774556
632865600	20	3.33436978538682
632869200	20	2.6047596238936
632872800	20	1.24032686562196
632876400	20	-0.192932993532635
632880000	21	-1.6109912809378
632883600	21	-3.0757039874937
632887200	21	-4.04174510719986
632890800	21	-4.93902965257641
632894400	21	-5.61741103103925
632898000	21	-6.08275477944728
632901600	21	-7.01319242846986
632905200	21	-6.10063752016099
632908800	21	-4.56134001438986
632912400	21	-3.14881962988009
632916000	21	-1.85552234875007
632919600	21	-0.740341296014863
632923200	21	1.04895162827981
632926800	21	1.81472227783789
632930400	21	1.88027379772834
632934000	21	1.56323720060542
632937600	21	1.12292734605921
632941200	21	0.784883381580805
632944800	21	-0.38928118741081
632948400	21	-1.00369390564386
632952000	21	-1.4333329757818
632955600	21	-2.19034273661937
632959200	21	-2.7372285259603
632962800	21	-3.3764154147132
632966400	22	-4.51817070679695
632970000	22	-4.77485871473753
632973600	22	-4.8165958616115
632977200	22	-4.75334798227519
632980800	22	-4.4649028884017
632984400	22	-4.38100206692085
632988000	22	-3.40465671905575
632991600	22	-3.46841316536208
632995200	22	-3.45635199079279
632998800	22	-2.6698089585276
633002400	22	-1.5572511131364
633006000	22	-0.389505154051814
633009600	22	3.22465781025993
633013200	22	3.72255329370176
633016800	22	3.48104084090478
633020400	22	3.55155022360348
633024000	22	3.54816955035821
633027600	22	3.49798823931264
633031200	22	4.32268657764504
633034800	22	3.51450778284322
633038400	22	2.19745612991312
633042000	22	0.951311883119754
633045600	22	-0.483069566024136
633049200	22	-2.03983795328797
633052800	23	-3.07178816450544
633056400	23	-3.92867773957382
633060000	23	-5.00395267536804
633063600	23	-5.66810625299922
633067200	23	-5.11790031092279
633070800	23	-4.4141090651156
633074400	23	-2.98111443657233
633078000	23	-1.96344485164126
633081600	23	-1.39781743092387
633085200	23	-0.58382884030508
633088800	23	0.311555339799485
633092400	23	1.06965225537309
633096000	23	-0.0350648263087684
633099600	23	1.40955860639303
633103200	23	2.22361935304779
633106800	23	2.6087353982947
633110400	23	2.57968613476406
633114000	23	2.52296914744983
633117600	23	2.39912703933687
633121200	23	2.75832474624742
633124800	23	1.93601447842386
633128400	23	0.357605811422076
633132000	23	-1.16973198935604
633135600	23	-2.61991901668591
633139200	24	-3.72242324062716
633142800	24	-5.15203050725663
633146400	24	-6.22483511198304
633150000	24	-7.11350595688435
633153600	24	-7.4720652066121
633157200	24	-7.73992636825591
633160800	24	-6.33257033107454
633164400	24	-6.25567809184957
633168000	24	-5.18279841613442
633171600	24	-3.69431421552951
633175200	24	-2.22525322917912
633178800	24	-1.08106699848498
633182400	24	-2.07547503709145
633186000	24	0.308913027750006
633189600	24	1.28519522975163
633193200	24	1.76847530040602
633196800	24	2.00759632240416
633200400	24	2.27645606500529
633204000	24	2.16820625156622
633207600	24	2.42877363503184
633211200	24	2.44541894963297
633214800	24	1.88128033997896
633218400	24	0.906245397497482
633222000	24	-0.162046266590749
633225600	25	-2.47319004489928
633229200	25	-3.38165131934714
633232800	25	-4.60838559870647
633236400	25	-5.6966016246304
633240000	25	-5.63802662150721
633243600	25	-5.42648132305554
633247200	25	-5.09542029812009
633250800	25	-4.30326028463987
633254400	25	-3.04655770320196
633258000	25	-1.44828374764905
633261600	25	0.248157079997504
633265200	25	1.90835156836026
633268800	25	1.92149882882608
633272400	25	3.94000342466131
633276000	25	3.27355922126827
633279600	25	1.77674616893718
633283200	25	0.848598796628031
633286800	25	-0.0247236768507748
633290400	25	-0.463998227503647
633294000	25	-1.48385330542474
633297600	25	-2.33546954026951
633301200	25	-3.10039120983676
633304800	25	-3.88713009235341
633308400	25	-4.751195268346
633312000	26	-5.53940398458496
633315600	26	-6.47292725357235
633319200	26	-7.15770667103975
633322800	26	-7.44183037027143
633326400	26	-7.14068739890999
633330000	26	-6.72344834279706
633333600	26	-5.44802548334478
633337200	26	-5.16214682708275
633340800	26	-4.27614995167222
633344400	26	-3.55441654377554
633348000	26	-3.0657036448974
633351600	26	-2.63147797376993
633355200	26	-1.94237975501779
633358800	26	-1.60237017268966
633362400	26	-1.9983191021436
633366000	26	-2.44898188723655
633369600	26	-2.8853554437003
633373200	26	-3.29476926356091
633376800	26	-3.38810346023219
633380400	26	-3.37103193843145
633384000	26	-4.16793988448657
633387600	26	-5.22626382280596
633391200	26	-6.16940524259098
633394800	26	-7.09320674064492
633398400	27	-8.61661322365638
633402000	27	-8.88098241109395
633405600	27	-9.68680713985429
633409200	27	-10.1965810981702
633412800	27	-9.88486972519924
633416400	27	-9.51756898476634
633420000	27	-7.44815178971137
633423600	27	-7.18467168198461
633427200	27	-6.32860147899836
633430800	27	-5.16104121802478
633434400	27	-4.02784731315655
633438000	27	-2.9978746018914
633441600	27	-2.66003071006672
633445200	27	-2.23414517576077
633448800	27	-2.10056411721834
633452400	27	-1.12388093715437
633456000	27	-0.412372584163603
633459600	27	0.460136102147137
633463200	27	0.692242356879105
633466800	27	1.44803701782137
633470400	27	2.92340719833815
633474000	27	3.59647070450323
633477600	27	3.57527013142526
633481200	27	3.04027736198244
633484800	28	2.03003953618365
633488400	28	1.24298399209201
633492000	28	0.16751229232392
633495600	28	-0.912300777961725
633499200	28	-1.1034436545333
633502800	28	-1.05230462252632
633506400	28	0.515593332090502
633510000	28	0.845689047352302
633513600	28	1.96381950639221
633517200	28	3.56436265354205
633520800	28	3.77854957368
633524400	28	3.66655660106575
633528000	28	2.42497821811163
