Unix	jday	Downward_Short-Wave_Rad_Flux
631152000	1	644.437348209832
631155600	1	644.437348209832
631159200	1	778.837559311764
631162800	1	809.928776168442
631166400	1	777.925600017259
631170000	1	721.001766702931
631173600	1	83.3224790678566
631177200	1	83.3224790678566
631180800	1	51.6768334304841
631184400	1	34.6052214786102
631188000	1	25.9493023035559
631191600	1	20.759660449741
631195200	1	0
631198800	1	0
631202400	1	0
631206000	1	0
631209600	1	0
631213200	1	0
631216800	1	219.749720052511
631220400	1	219.749720052511
631224000	1	313.890635161333
631227600	1	367.745128916493
631231200	1	361.761119416819
631234800	1	368.418495951011
631238400	2	990.748024619977
631242000	2	990.748024619977
631245600	2	999.842993227296
631249200	2	977.140565719601
631252800	2	935.218984538072
631256400	2	876.678846809877
631260000	2	259.315429601812
631263600	2	259.315429601812
631267200	2	171.875502823429
631270800	2	115.126596614451
631274400	2	86.3402849753842
631278000	2	69.0764784567383
631281600	2	0
631285200	2	0
631288800	2	0
631292400	2	0
631296000	2	0
631299600	2	0
631303200	2	212.885419443338
631306800	2	212.885419443338
631310400	2	314.374893408203
631314000	2	414.437092838635
631317600	2	508.657060071191
631321200	2	593.014491249111
631324800	3	1055.80978753021
631328400	3	1055.80978753021
631332000	3	1044.89902717567
631335600	3	1015.19671932425
631339200	3	968.35611886326
631342800	3	906.736851466504
631346400	3	239.110113928181
631350000	3	239.110113928181
631353600	3	155.268005525592
631357200	3	104.048064723502
631360800	3	78.0458442953039
631364400	3	62.4288873710341
631368000	3	0
631371600	3	0
631375200	3	0
631378800	3	0
631382400	3	0
631386000	3	0
631389600	3	72.9890117500085
631393200	3	72.9890117500085
631396800	3	131.047003038435
631400400	3	207.409464931123
631404000	3	286.535781294786
631407600	3	358.467902207976
631411200	4	643.804720251951
631414800	4	643.804720251951
631418400	4	703.234519602928
631422000	4	738.686506846253
631425600	4	702.523138649584
631429200	4	647.803450091851
631432800	4	172.826773829215
631436400	4	172.826773829215
631440000	4	126.860107233971
631443600	4	85.0871097434189
631447200	4	63.8298386769442
631450800	4	51.0637216593978
631454400	4	0
631458000	4	0
631461600	4	0
631465200	4	0
631468800	4	0
631472400	4	0
631476000	4	204.05103658959
631479600	4	204.05103658959
631483200	4	290.5507986626
631486800	4	381.544619679976
631490400	4	475.551064374806
631494000	4	561.678041857236
631497600	5	1060.18085526634
631501200	5	1060.18085526634
631504800	5	1051.60573333684
631508400	5	1012.18918252058
631512000	5	919.096930522373
631515600	5	816.255594786057
631519200	5	245.007477530963
631522800	5	245.007477530963
631526400	5	165.876347387545
631530000	5	111.125347029782
631533600	5	83.3334483650772
631537200	5	66.6677026400818
631540800	5	0
631544400	5	0
631548000	5	0
631551600	5	0
631555200	5	0
631558800	5	0
631562400	5	198.245993963593
631566000	5	198.245993963593
631569600	5	302.68620686283
631573200	5	405.099287271188
631576800	5	501.580197181916
631580400	5	588.172914271828
631584000	6	1061.14843846879
631587600	6	1061.14843846879
631591200	6	1051.57958517161
631594800	6	1022.91541510033
631598400	6	976.658882614756
631602000	6	915.036486696286
631605600	6	264.240960641401
631609200	6	264.240960641401
631612800	6	172.931209734951
631616400	6	115.713182081475
631620000	6	86.789611268399
631623600	6	69.431284416192
631627200	6	0
631630800	6	0
631634400	6	0
631638000	6	0
631641600	6	0
631645200	6	0
631648800	6	34.3055411039981
631652400	6	34.3055411039981
631656000	6	65.3366659795464
631659600	6	102.525365761129
631663200	6	154.67030681601
631666800	6	233.39664849551
631670400	7	1043.73289685979
631674000	7	1043.73289685979
631677600	7	1034.39441036737
631681200	7	1006.04085477406
631684800	7	959.950926550546
631688400	7	898.544551341573
631692000	7	266.465559965691
631695600	7	266.465559965691
631699200	7	175.040890233969
631702800	7	117.215144684911
631706400	7	87.9219366519057
631710000	7	70.3326134957532
631713600	7	0
631717200	7	0
631720800	7	0
631724400	7	0
631728000	7	0
631731600	7	0
631735200	7	94.0235545537025
631738800	7	94.0235545537025
631742400	7	118.469945291969
631746000	7	145.410412439909
631749600	7	210.036902376538
631753200	7	301.508686308637
631756800	8	1017.34791164193
631760400	8	1017.34791164193
631764000	8	972.786093813089
631767600	8	856.25302811278
631771200	8	766.204720663163
631774800	8	701.477161375546
631778400	8	180.103401565278
631782000	8	180.103401565278
631785600	8	121.639572105592
631789200	8	81.5869763093012
631792800	8	61.1914483587509
631796400	8	48.9495263539702
631800000	8	0
631803600	8	0
631807200	8	0
631810800	8	0
631814400	8	0
631818000	8	0
631821600	8	79.3909918138508
631825200	8	79.3909918138508
631828800	8	57.1258411378521
631832400	8	58.65566760742
631836000	8	71.9365273406741
631839600	8	90.3193246459907
631843200	9	290.485307493141
631846800	9	290.485307493141
631850400	9	339.96138559431
631854000	9	406.961374480037
631857600	9	418.61117919035
631861200	9	396.465002045736
631864800	9	156.186326407284
631868400	9	156.186326407284
631872000	9	109.015333324472
631875600	9	73.12442298167
631879200	9	54.8298389269831
631882800	9	43.8746611937357
631886400	9	0
631890000	9	0
631893600	9	0
631897200	9	0
631900800	9	0
631904400	9	0
631908000	9	182.562185013224
631911600	9	182.562185013224
631915200	9	280.871921571168
631918800	9	355.972083397369
631922400	9	421.706693577979
631926000	9	499.453798135975
631929600	10	1007.41462037214
631933200	10	1007.41462037214
631936800	10	1011.06629310187
631940400	10	990.489165996236
631944000	10	949.585048227658
631947600	10	891.702068635391
631951200	10	219.633941944662
631954800	10	219.633941944662
631958400	10	137.994098763924
631962000	10	92.3745071887459
