Unix	jday	Pressure
788918400	1	101143.964720444
788922000	1	101123.964720444
788925600	1	101099.060237772
788929200	1	101060.929228599
788932800	1	101030.929228599
788936400	1	101010.929228599
788940000	1	100911.743831194
788943600	1	100911.281127023
788947200	1	100926.376644351
788950800	1	100963.69305093
788954400	1	100987.782931007
788958000	1	101003.69305093
788961600	1	100955.91394018
788965200	1	100915.91394018
788968800	1	100885.91394018
788972400	1	100864.044949354
788976000	1	100836.265838604
788979600	1	100826.265838604
788983200	1	100779.301330449
788986800	1	100741.98492387
788990400	1	100698.949432025
788994000	1	100693.230346759
788997600	1	100706.265838604
789001200	1	100696.265838604
789004800	2	100703.151424889
789008400	2	100650.115933044
789012000	2	100567.432339622
789015600	2	100470.467831467
789019200	2	100415.563348796
789022800	2	100355.100644625
789026400	2	100231.171628315
789030000	2	100205.372314139
789033600	2	100213.071195979
789037200	2	100307.734585974
789040800	2	100450.146509881
789044400	2	100497.814814884
789048000	2	100330.035704134
789051600	2	100379.68380571
789055200	2	100403.964720444
789058800	2	100392.095729617
789062400	2	100403.964720444
789066000	2	100443.964720444
789069600	2	100491.281127023
789073200	2	100522.256593385
789076800	2	100621.202205153
789080400	2	100685.29208523
789084000	2	100725.754789401
789087600	2	100780.659272072
789091200	3	100852.288477261
789094800	3	100933.53390015
789098400	3	101010.498408305
789102000	3	101048.629417478
789105600	3	101094.779323039
789109200	3	101129.060237772
789112800	3	101125.401177989
789116400	3	101226.998499302
789120000	3	101316.183896707
789123600	3	101433.963007457
789127200	3	101518.867490128
789130800	3	101598.867490128
789134400	3	101551.55108355
789138000	3	101605.640963627
789141600	3	101656.455566221
789145200	3	101687.270168816
789148800	3	101689.491058066
789152400	3	101701.360048893
789156000	3	101753.580938144
789159600	3	101788.676455472
789163200	3	101831.711947317
789166800	3	101846.616429989
789170400	3	101857.782931007
789174000	3	101880.003820257
789177600	4	101983.853914697
789181200	4	101986.074803948
789184800	4	101961.170321276
789188400	4	101908.134829431
789192000	4	101868.134829431
789195600	4	101834.044949354
789199200	4	101783.230346759
