Unix	jday	V-component_of_wind
978307200	1	6.24964677741512
978310800	1	6.39499385408796
978314400	1	6.35334296822831
978318000	1	6.05250132759221
978321600	1	5.5329386069286
978325200	1	4.98348156734453
978328800	1	2.22240969179638
978332400	1	2.12713290138261
978336000	1	1.55452186245874
978339600	1	0.285861752584693
978343200	1	-1.54398327673509
978346800	1	-3.00480028544403
978350400	1	-3.65827988731856
978354000	1	-3.226817437001
978357600	1	-1.99777338017171
978361200	1	-0.900775061949739
978364800	1	0.188687878271307
978368400	1	1.38014512488918
978372000	1	1.94029573797712
978375600	1	3.30547467600788
978379200	1	4.58840829914419
978382800	1	5.36446533379007
978386400	1	6.45525582391556
978390000	1	7.29149820399275
978393600	2	6.66679651063529
978397200	2	7.37800664233486
978400800	2	7.00035472532652
978404400	2	6.13313672895571
978408000	2	5.53167168427597
978411600	2	4.93491639165209
978415200	2	5.03277292547857
978418800	2	4.10209524998379
978422400	2	3.16482115375343
978426000	2	3.01986545750792
978429600	2	2.90426584067152
978433200	2	2.5769581178898
978436800	2	2.00866578509718
978440400	2	1.21579744154536
978444000	2	0.329366012568027
978447600	2	-0.182849636188012
978451200	2	-0.520103524321234
978454800	2	-0.803664181802563
978458400	2	-1.03725656832013
978462000	2	-1.24551339986994
978465600	2	-1.16534323760314
978469200	2	-1.32295111199276
978472800	2	-1.26818406893396
978476400	2	-1.00968514692514
978480000	3	-1.15939172712494
978483600	3	-1.58166381009215
978487200	3	-1.65476612583229
978490800	3	-1.48008593084538
978494400	3	-1.35049056039295
978498000	3	-1.29387457285651
978501600	3	-0.30809468591997
978505200	3	-0.699089729531091
978508800	3	-0.497085754797188
978512400	3	-0.281134692005236
978516000	3	0.00851006257291174
978519600	3	0.233622682884794
978523200	3	-0.136149679743686
978526800	3	0.26770228881004
978530400	3	0.44294986688603
978534000	3	-0.0780831217995524
978537600	3	-1.13997953562557
978541200	3	-1.91621329653977
978544800	3	-1.92290583389451
978548400	3	-2.42104484276036
978552000	3	-1.76064744995606
978555600	3	-0.984456069500773
978559200	3	-0.956144840149629
978562800	3	-0.966351968792783
978566400	4	-0.629873080002491
978570000	4	-1.48159028423374
978573600	4	-1.95385058399559
978577200	4	-1.89242688744454
978580800	4	-1.9048518586792
978584400	4	-2.02598305613722
978588000	4	-2.41576257296037
978591600	4	-2.57424313705932
978595200	4	-2.14407148866591
978598800	4	-2.13418862514656
978602400	4	-2.25110960184533
978606000	4	-2.09031897842331
978609600	4	-3.22642027578814
978613200	4	-1.94760053191295
978616800	4	-0.987421713508248
978620400	4	-0.637796687633603
978624000	4	-0.763917763279047
978627600	4	-0.822929368406527
978631200	4	0.365285767292087
978634800	4	-0.254551321618685
978638400	4	0.0948617609260187
978642000	4	0.946712662328147
978645600	4	1.46254743048756
978649200	4	1.62400401454397
