Unix	jday	V-component_of_wind
915148800	1	3.39174827987218
915152400	1	3.02764450973765
915156000	1	3.10486831254627
915159600	1	3.24506815609866
915163200	1	2.69850965055858
915166800	1	2.03711352703706
915170400	1	-1.8481049606249
915174000	1	-2.42000605310386
915177600	1	-3.14376339184305
915181200	1	-3.48013609761049
915184800	1	-3.64702914397937
915188400	1	-3.71150022264814
915192000	1	-6.08341235886597
915195600	1	-5.12360143471138
915199200	1	-4.45474559771837
915202800	1	-3.69510862862352
915206400	1	-2.72635729301958
915210000	1	-1.84815999546055
915213600	1	-6.34190632746942
915217200	1	-4.80063290858837
915220800	1	-3.79923806017249
915224400	1	-3.21741869242651
915228000	1	-3.24139892378948
915231600	1	-3.24395189901393
915235200	2	-0.902957967162861
915238800	2	-1.81076174525024
915242400	2	-2.31559936426636
915246000	2	-2.68008283461953
915249600	2	-2.96384599146988
915253200	2	-3.33798835922827
915256800	2	-4.2504650060354
915260400	2	-5.02118844845522
915264000	2	-5.09226303218277
915267600	2	-5.19502902417936
915271200	2	-4.74044006172518
915274800	2	-4.23312349083347
915278400	2	-4.34749563422231
915282000	2	-3.34136437342186
915285600	2	-2.51866554470406
915289200	2	-1.99260730139448
915292800	2	-1.77004171182938
915296400	2	-1.53210333828226
915300000	2	-1.64652298169186
915303600	2	-2.59273319338701
915307200	2	-3.23908203037927
915310800	2	-3.49440132879896
915314400	2	-3.1717537413999
915318000	2	-2.8874676606089
915321600	3	-0.944747009750633
915325200	3	-2.16586495401879
915328800	3	-3.10548569997682
915332400	3	-3.67608827284141
915336000	3	-4.1488954677339
915339600	3	-4.59443724027432
915343200	3	-5.09073666746065
915346800	3	-6.03662294523512
915350400	3	-5.76416697858128
915354000	3	-5.74043535080993
915357600	3	-5.61615597137357
915361200	3	-5.2207133262243
915364800	3	-5.62211425551303
915368400	3	-5.14469417618883
915372000	3	-4.05495240048871
915375600	3	-3.55724672551204
915379200	3	-3.29076496799694
915382800	3	-3.04462410465086
915386400	3	-1.09946462874509
915390000	3	-1.89866132780609
915393600	3	-2.20767041284585
915397200	3	-2.11761970280141
915400800	3	-1.89974815097748
915404400	3	-1.98940363534469
915408000	4	-1.13834831458147
915411600	4	-2.3222357484507
915415200	4	-3.16715965236506
915418800	4	-3.45995152357586
915422400	4	-3.73219464126008
915426000	4	-3.95780630642787
915429600	4	-5.22648965307321
915433200	4	-5.02175406029079
915436800	4	-3.97608890392701
915440400	4	-3.49864476338631
915444000	4	-3.32126112267745
915447600	4	-3.02101915182371
915451200	4	-5.68223574105686
915454800	4	-3.51659327537092
915458400	4	-3.09950824981662
915462000	4	-2.49762399183744
915465600	4	-1.93292302914187
915469200	4	-1.27207125063964
915472800	4	-0.818162864199247
915476400	4	0.116936877786549
915480000	4	1.74490100673489
915483600	4	3.31224993066623
915487200	4	3.85664137578365
915490800	4	4.24645073909284
915494400	5	5.68784750451074
915498000	5	4.98864761014536
915501600	5	4.52353568618226
915505200	5	4.10690740620637
915508800	5	3.18372619282509
915512400	5	2.040162486551
915516000	5	0.89885112012929
915519600	5	-0.316942806042765
915523200	5	-0.354231049507846
915526800	5	0.991422982482215
915530400	5	3.15076645443713
915534000	5	4.22646055424137
915537600	5	5.16963781034049
915541200	5	3.77348054098904
915544800	5	2.77554506879314
915548400	5	2.40362785368397
915552000	5	2.87510496450589
915555600	5	3.42163550685824
915559200	5	1.93966379383826
915562800	5	2.29596204241179
915566400	5	2.95447426973088
915570000	5	5.13400606468704
915573600	5	5.60943916796303
915577200	5	4.9787733145456
915580800	6	3.44606866076401
915584400	6	3.53401740392136
915588000	6	3.40177631619883
915591600	6	2.64656827836532
915595200	6	0.876497773155509
915598800	6	-0.86047175422417
915602400	6	-4.87584772547443
915606000	6	-5.48945429794356
915609600	6	-5.17615143782051
915613200	6	-4.69812911071273
915616800	6	-3.80650148364974
915620400	6	-3.03969816416025
915624000	6	-3.91815722936788
915627600	6	-2.6576410863085
915631200	6	-1.51365894088222
915634800	6	-1.11916065911045
915638400	6	-1.04417581525637
915642000	6	-0.840281418053248
915645600	6	2.16539789318193
915649200	6	1.48574647743135
915652800	6	0.898191220849135
