Unix	jday	V-component_of_wind
1072915200	1	2.6119635851949
1072918800	1	2.8632162444545
1072922400	1	3.12492272266954
1072926000	1	3.06833745100682
1072929600	1	3.00073784586145
1072933200	1	3.09266204099572
1072936800	1	3.71382965878944
1072940400	1	3.34016721725802
1072944000	1	2.95171340938443
1072947600	1	2.83849312349449
1072951200	1	2.80826752246474
1072954800	1	2.85459185467006
1072958400	1	3.16065068316212
1072962000	1	3.25085358561032
1072965600	1	3.41607293884546
1072969200	1	3.92979633904276
1072972800	1	4.17075062626196
1072976400	1	4.14965664016279
1072980000	1	4.19207601006846
1072983600	1	4.24502376560491
1072987200	1	4.07490926177732
1072990800	1	4.07136015795629
1072994400	1	4.01397914858455
1072998000	1	3.87972376565367
1073001600	2	4.6530544126014
1073005200	2	4.0156359676178
1073008800	2	4.16476938225626
1073012400	2	4.39521454668527
1073016000	2	4.44463419681162
1073019600	2	4.44284362197561
1073023200	2	2.89815769518128
1073026800	2	2.19680917398536
1073030400	2	1.83733936351358
1073034000	2	1.93612654051278
1073037600	2	1.89068463387826
1073041200	2	1.91340075591174
1073044800	2	2.85682552853546
1073048400	2	3.72440705691317
1073052000	2	3.83900790975597
1073055600	2	3.42161403844807
1073059200	2	3.10035157706226
1073062800	2	2.83816267973235
1073066400	2	3.40455255285903
1073070000	2	2.88594601078706
1073073600	2	3.02145909631155
1073077200	2	3.04915916049607
1073080800	2	2.95494815967998
1073084400	2	2.88671445651171
1073088000	3	2.29575736902867
1073091600	3	2.10180046710044
1073095200	3	1.87895424560543
1073098800	3	1.76268998350346
1073102400	3	1.99834556218609
1073106000	3	2.28436107137421
1073109600	3	0.852292933899478
1073113200	3	1.22283325855197
1073116800	3	1.44955837481064
1073120400	3	1.47153109375322
1073124000	3	1.30923737061374
1073127600	3	1.21056204112155
1073131200	3	1.68038914718535
1073134800	3	1.33840877908598
1073138400	3	1.39997028327361
1073142000	3	1.73567336655442
1073145600	3	1.77142583839915
1073149200	3	1.76772833116397
1073152800	3	2.7375286771613
1073156400	3	2.31876142556057
1073160000	3	2.3294244841704
1073163600	3	2.17949734833781
1073167200	3	1.993086205046
1073170800	3	1.81034818282193
1073174400	4	1.07920637729759
1073178000	4	1.82022475422745
1073181600	4	2.55497371684141
1073185200	4	2.90347068957803
1073188800	4	2.8479334859111
1073192400	4	2.77343297047108
1073196000	4	1.56700380108668
1073199600	4	2.09781216252794
1073203200	4	2.50373850994838
1073206800	4	2.57468763559625
1073210400	4	2.36731444521344
1073214000	4	2.30645561499674
1073217600	4	1.4298039368586
1073221200	4	1.30551895764298
1073224800	4	0.935177029111812
1073228400	4	0.6355664211216
1073232000	4	0.268221871728231
1073235600	4	-0.167187195680631
1073239200	4	-0.0300873838838003
1073242800	4	-1.14751865116597
1073246400	4	-1.62157019964294
1073250000	4	-1.65299401696143
1073253600	4	-1.91278510383128
1073257200	4	-2.08904002461648
1073260800	5	-3.86368705105035
1073264400	5	-2.44002485029393
1073268000	5	-2.37931882030812
1073271600	5	-2.30339096805216
1073275200	5	-2.01698149201967
1073278800	5	-1.8619271696589
1073282400	5	-1.6156937932732
1073286000	5	-1.22348795799768
1073289600	5	-0.941674793444597
1073293200	5	-0.848126343668286
1073296800	5	-1.21733323193232
1073300400	5	-1.73011949737492
1073304000	5	-4.32546702750803
1073307600	5	-4.04115471596388
1073311200	5	-4.36194687605498
1073314800	5	-4.77922824383766
1073318400	5	-4.96458463807629
1073322000	5	-4.87781114754862
1073325600	5	-6.36266291242636
1073329200	5	-4.7770782632828
1073332800	5	-4.77656103593368
1073336400	5	-4.81542680030481
1073340000	5	-1.85630637238358
1073343600	5	1.13581964974734
1073347200	6	1.50338717584038
1073350800	6	2.43122254480199
1073354400	6	2.82883603477845
1073358000	6	2.61696417149387
1073361600	6	1.65679891055523
1073365200	6	0.739777911104959
1073368800	6	-2.24085576945354
1073372400	6	-2.03408783337234
1073376000	6	-1.15430095017868
1073379600	6	-0.366571299013548
1073383200	6	-0.0358861684604533
1073386800	6	0.0195008250891334
1073390400	6	0.262562691650182
1073394000	6	0.138274778074897
1073397600	6	-0.421766821276249
1073401200	6	-0.960292968263
1073404800	6	-0.874136035790778
1073408400	6	-0.849972693642558
1073412000	6	-2.57586133840475
1073415600	6	-2.52036655165818
1073419200	6	-2.67940206805358
1073422800	6	-3.1234725876476
1073426400	6	-4.15960493642184
1073430000	6	-5.00190896283533
1073433600	7	-5.4558352867517
1073437200	7	-6.06682415586247
1073440800	7	-6.61027709201476
1073444400	7	-6.88314577011036
1073448000	7	-6.84968940768969
1073451600	7	-6.71709996348201
1073455200	7	-5.59961205214766
1073458800	7	-5.09902756690077
1073462400	7	-4.0674522073177
1073466000	7	-3.6311956877918
1073469600	7	-3.80378847640673
1073473200	7	-3.93388985050719
1073476800	7	-6.67331586625369
1073480400	7	-5.52907472746666
1073484000	7	-5.34404824529675
1073487600	7	-4.97682787779934
1073491200	7	-4.62879007139759
1073494800	7	-4.48336216700533
1073498400	7	-4.04290723189294
1073502000	7	-4.90382185500624
1073505600	7	-6.02035489167123
1073509200	7	-6.62744151255074
1073512800	7	-6.74786737316287
1073516400	7	-6.97200286460454
1073520000	8	-5.70530673854785
1073523600	8	-7.07765043410221
1073527200	8	-7.51793803577749
1073530800	8	-6.35475169190887
1073534400	8	-6.52320195977408
1073538000	8	-7.85062261755946
1073541600	8	-6.73907404930165
1073545200	8	-7.39216061285877
1073548800	8	-7.70754351167466
1073552400	8	-8.2514161205116
1073556000	8	-9.11050710848326
1073559600	8	-10.199760235901
1073563200	8	-10.0752084663382
1073566800	8	-12.2618725212854
1073570400	8	-13.6447423094693
1073574000	8	-14.6074517669392
1073577600	8	-15.7572959579759
1073581200	8	-13.3573448268249
1073584800	8	-4.31802420127655
1073588400	8	-1.5274173225595
1073592000	8	-2.84380257601681
1073595600	8	-1.10631408736061
1073599200	8	-0.503270841809684
1073602800	8	-0.18441454623214
1073606400	9	-1.48208883015698
1073610000	9	-0.233882218578217
1073613600	9	0.289180867277619
1073617200	9	0.587166295608244
1073620800	9	0.657142962552804
1073624400	9	0.703396305566518
1073628000	9	-0.620961636426504
1073631600	9	-0.390699723498163
1073635200	9	-0.390948567713674
1073638800	9	-0.06521835988535
1073642400	9	0.364862490414489
