Unix	jday	V-component_of_wind
1230768000	1	0.0369379836293282
1230771600	1	0.294656250852276
1230775200	1	0.327742006002361
1230778800	1	0.260651605891273
1230782400	1	-0.162109817489118
1230786000	1	-0.5066089083189
1230789600	1	-0.642348369884848
1230793200	1	-0.518482730577424
1230796800	1	-0.499520502759692
1230800400	1	-0.881286873455226
1230804000	1	-1.76165554047868
1230807600	1	-2.39888028703281
1230811200	1	-2.73384093591957
1230814800	1	-2.88277735359552
1230818400	1	-3.02802426585572
1230822000	1	-3.32580091169746
1230825600	1	-3.53033528764747
1230829200	1	-3.74476490807477
1230832800	1	-4.54450138376717
1230836400	1	-5.74644741748101
1230840000	1	-7.05628423262935
1230843600	1	-7.89868469838412
1230847200	1	-7.64356817034676
1230850800	1	-7.41746693717347
1230854400	2	-4.51202035831587
1230858000	2	-6.90421499613127
1230861600	2	-7.68603825376722
1230865200	2	-8.0067802543932
1230868800	2	-8.27028173442771
1230872400	2	-8.46711336164251
1230876000	2	-7.22332449095698
1230879600	2	-9.29471409992324
1230883200	2	-12.3256376708526
1230886800	2	-9.90409265681232
1230890400	2	-3.88073694329464
1230894000	2	0.121522529926905
1230897600	2	4.81976104546828
1230901200	2	4.28590766475228
1230904800	2	3.57929960024389
1230908400	2	3.52073239698709
1230912000	2	3.3269600564727
1230915600	2	3.07775364814901
1230919200	2	3.36091637153511
1230922800	2	3.00625997521435
1230926400	2	2.78485221160052
1230930000	2	3.17325105216071
1230933600	2	3.53124432768384
1230937200	2	3.59351893776978
1230940800	3	3.1954294240104
1230944400	3	2.63803853140837
1230948000	3	2.49751249399434
1230951600	3	2.67993550864003
1230955200	3	3.12616100214457
1230958800	3	3.53622178541331
1230962400	3	6.39980270050943
1230966000	3	5.43383817385654
1230969600	3	4.51063283419001
1230973200	3	3.90096596147478
1230976800	3	3.10705221683654
1230980400	3	2.45411096159829
1230984000	3	3.03042826251355
1230987600	3	2.7990487590308
1230991200	3	3.1631287718446
1230994800	3	3.35586165492794
1230998400	3	2.92877329875044
1231002000	3	2.54106981933517
1231005600	3	3.70950819186218
1231009200	3	3.51436803918136
1231012800	3	4.16043098282801
1231016400	3	4.42322457116527
1231020000	3	4.22680745951076
1231023600	3	4.09237277871411
1231027200	4	3.79437837620789
1231030800	4	3.90733777759809
1231034400	4	4.0255150168097
1231038000	4	4.09915253565146
1231041600	4	3.93856414581142
1231045200	4	4.00764904446683
1231048800	4	4.70741473393399
1231052400	4	4.70789567176446
1231056000	4	4.27885026967136
1231059600	4	3.94516274444631
1231063200	4	3.43884680572736
1231066800	4	2.91289361554892
1231070400	4	2.14447311127666
1231074000	4	2.09833170509035
1231077600	4	2.51784912644615
1231081200	4	3.12752729738544
1231084800	4	3.24391598753191
1231088400	4	3.1890598083312
1231092000	4	2.80711472748811
1231095600	4	2.48433246514798
1231099200	4	2.3478380504078
1231102800	4	2.42119269170222
1231106400	4	2.31819107250438
1231110000	4	2.10085625722261
1231113600	5	0.887194333282792
1231117200	5	1.09990429215816
1231120800	5	1.19088698208062
1231124400	5	1.29215520521573
1231128000	5	1.55279647639811
1231131600	5	1.92445791378427
1231135200	5	3.58433984390513
1231138800	5	3.88543251448277
1231142400	5	3.75982764203803
1231146000	5	3.5675538657552
1231149600	5	3.2997026092146
1231153200	5	2.95898334721981
1231156800	5	0.829008107183212
1231160400	5	0.528567413322062
1231164000	5	0.20214931523008
1231167600	5	0.0907116082203162
1231171200	5	-0.434953600706921
1231174800	5	-0.826826832699503
1231178400	5	-0.35002220492843
1231182000	5	-1.09227876942164
1231185600	5	-1.61356635141787
1231189200	5	-2.0480922763807
1231192800	5	-2.14848012120388
1231196400	5	-2.22464484383278
1231200000	6	-2.31858087557809
1231203600	6	-1.65987611948535
1231207200	6	-1.14789373172368
1231210800	6	-0.569069062287434
1231214400	6	-0.901658342580203
1231218000	6	-1.37199896335763
1231221600	6	-2.13942517392184
1231225200	6	-2.26408380641683
1231228800	6	-2.37120107073851
1231232400	6	-2.47040490648324
1231236000	6	-2.43420726096715
1231239600	6	-2.41835924272685
1231243200	6	-6.14822660500599
1231246800	6	-5.09183156424084
1231250400	6	-4.27628415895572
1231254000	6	-3.40574218365501
1231257600	6	-3.45393677247852
1231261200	6	-3.32963748063276
1231264800	6	-2.83245361003569
1231268400	6	-1.93350704830664
1231272000	6	-1.56957094564992
1231275600	6	-1.73733411370332
1231279200	6	-1.67513549414322
1231282800	6	-1.48997862828374
1231286400	7	-2.19925403656568
1231290000	7	-1.60579721237354
1231293600	7	-0.802965063478572
1231297200	7	-0.293589725124561
1231300800	7	-0.516427392256167
1231304400	7	-0.658663079584664
1231308000	7	-0.834308277692868
1231311600	7	-0.749320073411371
1231315200	7	-0.690650121226152
1231318800	7	-0.920495609347865
1231322400	7	-0.918336768213677
1231326000	7	-0.719170135570938
1231329600	7	-1.11184009730188
1231333200	7	-0.90112573045671
1231336800	7	-0.297182211014943
1231340400	7	0.616189123527549
1231344000	7	1.22921355120308
1231347600	7	1.61439461803467
1231351200	7	1.35762015332014
1231354800	7	1.9497463026753
1231358400	7	2.1599863627795
1231362000	7	1.84741037837383
1231365600	7	1.59067998674807
1231369200	7	1.07561093533317
1231372800	8	-0.647435552755622
1231376400	8	-0.668437801237273
1231380000	8	-0.469594991418709
1231383600	8	-0.025591205197688
1231387200	8	0.0997762766386091
1231390800	8	0.156174316483829
1231394400	8	-0.177911793442961
1231398000	8	0.123792822728922
1231401600	8	0.00326449528402538
1231405200	8	-0.301632674203068
1231408800	8	-0.754163364996028
1231412400	8	-1.41043401389181
1231416000	8	-2.75301119464941
1231419600	8	-3.33873061255161
1231423200	8	-3.34877915448004
1231426800	8	-3.64767821298686
1231430400	8	-4.14398967129357
1231434000	8	-4.43394634743224
1231437600	8	-4.83010767884513
1231441200	8	-5.17674668570287
1231444800	8	-5.65520486158133
1231448400	8	-5.911977638245
1231452000	8	-5.8253629099152
1231455600	8	-5.67492306386675
1231459200	9	-5.86049563383263
1231462800	9	-5.67845847711993
1231466400	9	-5.35009682988294
1231470000	9	-5.37208332638413
1231473600	9	-4.98333176380203
1231477200	9	-4.32408932498028
1231480800	9	-3.91287740279612
1231484400	9	-1.82282505966096
1231488000	9	-0.939187847184185
1231491600	9	-0.311112653449211
1231495200	9	0.254660006757547
1231498800	9	0.805549380787109
1231502400	9	2.86849703347913
1231506000	9	3.26385792075747
1231509600	9	3.31771863779013
1231513200	9	2.97230864302527
1231516800	9	2.88733862782326
1231520400	9	2.87070458839811
1231524000	9	3.23386682823277
1231527600	9	3.13787055887119
1231531200	9	2.96409311328121
1231534800	9	2.38784309872983
1231538400	9	2.04439461382379
1231542000	9	1.74659286331299
1231545600	10	1.18788043348339
1231549200	10	1.353993647274
1231552800	10	1.65923086850637
1231556400	10	2.15901545032379
1231560000	10	2.57623756715287
1231563600	10	2.7672568226663
1231567200	10	2.83806417578157
1231570800	10	1.92757626253397
1231574400	10	1.36135912609565
1231578000	10	0.847672523675596
1231581600	10	0.510518544331481
1231585200	10	0.148531622274779
1231588800	10	-1.68315370194208
1231592400	10	-1.12442761151615
1231596000	10	-0.86997775603372
1231599600	10	-0.335547611492299
1231603200	10	0.452973807111431
1231606800	10	1.0305677738078
1231610400	10	0.556023678541207
1231614000	10	1.62954591982749
1231617600	10	1.98482916874495
1231621200	10	2.1703362803579
1231624800	10	2.20022079804041
1231628400	10	2.15461730596676
1231632000	11	1.97379230776231
1231635600	11	1.64151238716389
1231639200	11	1.5811418454763
1231642800	11	1.60966096959767
1231646400	11	2.02734311945048
1231650000	11	2.41140083898616
1231653600	11	2.52514784892789
1231657200	11	3.21899802599756
1231660800	11	3.86709232204949
1231664400	11	4.08966469982012
1231668000	11	3.8338147668645
1231671600	11	3.50019193873029
1231675200	11	2.2804555230727
1231678800	11	2.28803389596589
1231682400	11	2.03670313553452
1231686000	11	1.84550610358688
1231689600	11	1.69904643518122
1231693200	11	1.59448654727486
