Unix	jday	Downward_Long-Wave_Rad_Flux
1230768000	1	302.134713641738
1230771600	1	302.515174925736
1230775200	1	300.545337891626
1230778800	1	299.676486498801
1230782400	1	299.141262698105
1230786000	1	298.836195021458
1230789600	1	300.03968045856
1230793200	1	299.497695240927
1230796800	1	299.486106498906
1230800400	1	299.349776445626
1230804000	1	299.268651869335
1230807600	1	299.302706652672
1230811200	1	303.469675361024
1230814800	1	303.110173994596
1230818400	1	303.17004153477
1230822000	1	303.671257106964
1230825600	1	304.623606942807
1230829200	1	305.783898281723
1230832800	1	319.706316262792
1230836400	1	321.472460033029
1230840000	1	325.120225324282
1230843600	1	328.413983847612
1230847200	1	339.328067908964
1230850800	1	347.322385369924
1230854400	2	384.519730314668
1230858000	2	384.758297517107
1230861600	2	383.905960624132
1230865200	2	382.138500741887
1230868800	2	377.01246877572
1230872400	2	371.721566666319
1230876000	2	382.709084339531
1230879600	2	380.798277825017
1230883200	2	387.174584398454
1230886800	2	390.040684386478
1230890400	2	390.874573138495
1230894000	2	390.812265757232
1230897600	2	381.233509099007
1230901200	2	379.799380364937
1230904800	2	378.24297510492
1230908400	2	377.086094053735
1230912000	2	375.809183861491
1230915600	2	374.685218687376
1230919200	2	365.228153891319
1230922800	2	365.268307305758
1230926400	2	363.488284841409
1230930000	2	354.466945182907
1230933600	2	343.242435871562
1230937200	2	334.565111615438
1230940800	3	296.198808316357
1230944400	3	296.379644548868
1230948000	3	296.244590182024
1230951600	3	296.144781137036
1230955200	3	295.886408376923
1230958800	3	295.590061662456
1230962400	3	290.679877716975
1230966000	3	290.498750496514
1230969600	3	312.314743902083
1230973200	3	327.538033167396
1230976800	3	334.987903384477
1230980400	3	339.676627587065
1230984000	3	360.548778883317
1230987600	3	360.743442502931
1230991200	3	361.721024253441
1230994800	3	361.991292726131
1230998400	3	361.955711424268
1231002000	3	361.716348922363
1231005600	3	360.508472897144
1231009200	3	360.855046525951
1231012800	3	360.328204137922
1231016400	3	361.056012536499
1231020000	3	361.410249439914
1231023600	3	361.712449755059
1231027200	4	353.048840418581
1231030800	4	353.402610293097
1231034400	4	342.461870728074
1231038000	4	336.064907384214
1231041600	4	330.901136721406
1231045200	4	326.998572851612
1231048800	4	297.832362632564
1231052400	4	297.064877002177
1231056000	4	296.651858856951
