Unix	jday	Downward_Long-Wave_Rad_Flux
852076800	1	397.589212533033
852080400	1	398.451994643568
852084000	1	388.52256526767
852087600	1	376.800847221628
852091200	1	370.689002220734
852094800	1	366.598223028806
852098400	1	347.506460187804
852102000	1	344.985263874365
852105600	1	342.036652236955
852109200	1	339.398065293918
852112800	1	337.533129933169
852116400	1	336.05201148378
852120000	1	327.534711707593
852123600	1	327.308836338202
852127200	1	326.968570724567
852130800	1	326.128525960638
852134400	1	325.564483342813
852138000	1	324.887730650406
852141600	1	317.345643692563
852145200	1	320.202907670228
852148800	1	320.454213567694
852152400	1	321.490754963137
852156000	1	323.177978132157
852159600	1	324.772359048808
852163200	2	337.120007611535
852166800	2	336.847367954041
852170400	2	339.576080367469
852174000	2	342.456873202395
852177600	2	343.544799676545
852181200	2	344.50523718377
852184800	2	366.308472342762
852188400	2	363.117871977913
852192000	2	367.392580782881
852195600	2	369.344421816159
852199200	2	370.574258685229
852202800	2	371.336345215116
852206400	2	371.352828138783
852210000	2	370.974497593169
852213600	2	369.75964965569
852217200	2	368.740046724508
852220800	2	366.344006006835
852224400	2	363.61594670244
852228000	2	343.111848366849
852231600	2	343.296105248734
852235200	2	346.740953441414
852238800	2	349.326697380445
852242400	2	348.771129145958
852246000	2	349.781281949507
852249600	3	367.228356023516
852253200	3	368.378956272538
852256800	3	369.217824168365
852260400	3	368.196624862328
852264000	3	364.788650766185
852267600	3	359.790869969748
852271200	3	330.778693443187
852274800	3	329.925185006237
852278400	3	327.212484457955
852282000	3	324.066434073099
852285600	3	321.603321126095
852289200	3	319.868314205502
852292800	3	317.728234899944
852296400	3	317.392397296649
852300000	3	313.249904468003
852303600	3	307.824195376571
852307200	3	302.892717666252
852310800	3	299.467820483932
852314400	3	363.061262873143
852318000	3	365.444688991118
852321600	3	366.484082454687
852325200	3	365.834536788327
852328800	3	364.439774740885
852332400	3	362.519729844719
852336000	4	346.053643761649
852339600	4	346.470745168244
852343200	4	344.030963131213
852346800	4	341.162901558565
852350400	4	337.812237247225
852354000	4	335.004645506803
852357600	4	311.655377732956
852361200	4	310.903914166042
